movie_name,movie_date,actor,person_dateofbirth
Gretel & Hansel,2020-01-01, Alice Krige,
Gretel & Hansel,2020-01-01, Jessica De Gouw,
The Innkeepers,2011-01-01,Sara Paxton,
The Innkeepers,2011-01-01, Pat Healy,
The Innkeepers,2011-01-01, Kelly McGillis,
The Innkeepers,2011-01-01, Alison Bartlett,
The Ward,2010-01-01,Amber Heard,
The Ward,2010-01-01, Mamie Gummer,
The Ward,2010-01-01, Danielle Panabaker,
The Ward,2010-01-01, Laura-Leigh,
Friday the 13th,2009-01-01,Jared Padalecki,
Friday the 13th,2009-01-01, Amanda Righetti,
Friday the 13th,2009-01-01, Derek Mears,
Friday the 13th,2009-01-01, Danielle Panabaker,
All the Boys Love Mandy Lane,2006-01-01,Amber Heard,
All the Boys Love Mandy Lane,2006-01-01, Anson Mount,
All the Boys Love Mandy Lane,2006-01-01, Whitney Able,
All the Boys Love Mandy Lane,2006-01-01, Michael Welch,
The Omen,2006-01-01,Liev Schreiber,
The Omen,2006-01-01, Julia Stiles,
The Omen,2006-01-01, Seamus Davey-Fitzpatrick,
The Omen,2006-01-01, David Thewlis,
Lady in the Water,2006-01-01,Paul Giamatti,
Lady in the Water,2006-01-01, Bryce Dallas Howard,
Lady in the Water,2006-01-01, Jeffrey Wright,
Lady in the Water,2006-01-01, Bob Balaban,
White Noise,2005-01-01,Michael Keaton,
White Noise,2005-01-01, Deborah Kara Unger,
White Noise,2005-01-01, Ian McNeice,
White Noise,2005-01-01, Chandra West,
Cube 2: Hypercube,2002-01-01,Kari Matchett,
Cube 2: Hypercube,2002-01-01, Geraint Wyn Davies,
Cube 2: Hypercube,2002-01-01, Grace Lynn Kung,
Cube 2: Hypercube,2002-01-01, Matthew Ferguson,
"Dude, Where's My Car?",2000-01-01,Ashton Kutcher,
"Dude, Where's My Car?",2000-01-01, Seann William Scott,
"Dude, Where's My Car?",2000-01-01, Jennifer Garner,
"Dude, Where's My Car?",2000-01-01, Marla Sokoloff,
Serenity,2019-01-01,Matthew McConaughey,
Serenity,2019-01-01, Anne Hathaway,
Serenity,2019-01-01, Diane Lane,
Serenity,2019-01-01, Jason Clarke,
In the Tall Grass,2019-01-01,Laysla De Oliveira,
In the Tall Grass,2019-01-01, Avery Whitted,
In the Tall Grass,2019-01-01, Patrick Wilson,
In the Tall Grass,2019-01-01, Will Buie Jr.,
Annabelle,2014-01-01,Ward Horton,
Annabelle,2014-01-01, Annabelle Wallis,
Annabelle,2014-01-01, Alfre Woodard,
Annabelle,2014-01-01, Tony Amendola,
Deep Water,2022-01-01,Ben Affleck,
Deep Water,2022-01-01, Ana de Armas,
Deep Water,2022-01-01, Tracy Letts,
Deep Water,2022-01-01, Grace Jenkins,
Red Riding Hood,2011-01-01,Amanda Seyfried,
Red Riding Hood,2011-01-01, Lukas Haas,
Red Riding Hood,2011-01-01, Gary Oldman,
Red Riding Hood,2011-01-01, Billy Burke,
Mute,2018-01-01,Alexander Skarsgård,
Mute,2018-01-01, Paul Rudd,
Mute,2018-01-01, Justin Theroux,
Mute,2018-01-01, Levi Eisenblätter,
My Bloody Valentine,2009-01-01,Jensen Ackles,
My Bloody Valentine,2009-01-01, Jaime King,
My Bloody Valentine,2009-01-01, Kerr Smith,
My Bloody Valentine,2009-01-01, Betsy Rue,
Winchester,2018-01-01,Helen Mirren,
Winchester,2018-01-01, Sarah Snook,
Winchester,2018-01-01, Finn Scicluna-O'Prey,
Winchester,2018-01-01, Jason Clarke,
Turistas,2006-01-01,Josh Duhamel,
Turistas,2006-01-01, Melissa George,
Turistas,2006-01-01, Olivia Wilde,
Turistas,2006-01-01, Desmond Askew,
The Eye,2008-01-01,Jessica Alba,
The Eye,2008-01-01, Alessandro Nivola,
The Eye,2008-01-01, Parker Posey,
The Eye,2008-01-01, Rade Serbedzija,
The Ring Two,2005-01-01,Naomi Watts,
The Ring Two,2005-01-01, David Dorfman,
The Ring Two,2005-01-01, Sissy Spacek,
The Ring Two,2005-01-01, Simon Baker,
The Nun,2018-01-01,Demián Bichir,
The Nun,2018-01-01, Taissa Farmiga,
The Nun,2018-01-01, Jonas Bloquet,
The Nun,2018-01-01, Bonnie Aarons,
Sinister 2,2015-01-01,James Ransone,
Sinister 2,2015-01-01, Shannyn Sossamon,
Sinister 2,2015-01-01, Robert Daniel Sloan,
Sinister 2,2015-01-01, Dartanian Sloan,
Sleeping Beauty,2011-01-01,Emily Browning,
Sleeping Beauty,2011-01-01, Rachael Blake,
Sleeping Beauty,2011-01-01, Ewen Leslie,
Sleeping Beauty,2011-01-01, Bridgette Barrett,
Things Heard & Seen,2021-01-01,Amanda Seyfried,
Things Heard & Seen,2021-01-01, James Norton,
Things Heard & Seen,2021-01-01, Natalia Dyer,
Things Heard & Seen,2021-01-01, Alex Neustaedter,
The Witches,2020-01-01,Anne Hathaway,
The Witches,2020-01-01, Octavia Spencer,
The Witches,2020-01-01, Stanley Tucci,
The Witches,2020-01-01, Chris Rock,
The Messengers,2007-01-01,Dylan McDermott,
The Messengers,2007-01-01, Penelope Ann Miller,
The Messengers,2007-01-01, Kristen Stewart,
The Messengers,2007-01-01, John Corbett,
Southland Tales,2006-01-01,Dwayne Johnson,
Southland Tales,2006-01-01, Sarah Michelle Gellar,
Southland Tales,2006-01-01, Seann William Scott,
Southland Tales,2006-01-01, Carlos Amezcua,
The Curse of La Llorona,2019-01-01,Linda Cardellini,
The Curse of La Llorona,2019-01-01, Raymond Cruz,
The Curse of La Llorona,2019-01-01, Patricia Velasquez,
The Curse of La Llorona,2019-01-01, Marisol Ramirez,
Friend Request,2016-01-01,Alycia Debnam-Carey,
Friend Request,2016-01-01, William Moseley,
Friend Request,2016-01-01, Connor Paolo,
Friend Request,2016-01-01, Brit Morgan,
The Lazarus Effect,2015-01-01,Olivia Wilde,
The Lazarus Effect,2015-01-01, Mark Duplass,
The Lazarus Effect,2015-01-01, Evan Peters,
The Lazarus Effect,2015-01-01, Sarah Bolger,
Flatliners,2017-01-01,Elliot Page,
Flatliners,2017-01-01, Diego Luna,
Flatliners,2017-01-01, Nina Dobrev,
Flatliners,2017-01-01, James Norton,
Apollo 18,2011-01-01,Warren Christie,
Apollo 18,2011-01-01, Lloyd Owen,
Apollo 18,2011-01-01, Ryan Robbins,
Apollo 18,2011-01-01, Michael Kopsa,
Hubie Halloween,2020-01-01,Adam Sandler,
Hubie Halloween,2020-01-01, Kevin James,
Hubie Halloween,2020-01-01, Julie Bowen,
Hubie Halloween,2020-01-01, Ray Liotta,
Mutant Chronicles,2008-01-01,Thomas Jane,
Mutant Chronicles,2008-01-01, Ron Perlman,
Mutant Chronicles,2008-01-01, Devon Aoki,
Mutant Chronicles,2008-01-01, Sean Pertwee,
Shutter,2008-01-01,Joshua Jackson,
Shutter,2008-01-01, Rachael Taylor,
Shutter,2008-01-01, James Kyson,
Shutter,2008-01-01, Megumi Okina,
Scooby-Doo,2002-01-01,Matthew Lillard,
Scooby-Doo,2002-01-01, Freddie Prinze Jr.,
Scooby-Doo,2002-01-01, Sarah Michelle Gellar,
Scooby-Doo,2002-01-01, Linda Cardellini,
Congo,1995-01-01,Laura Linney,
Congo,1995-01-01, Tim Curry,
Congo,1995-01-01, Dylan Walsh,
Congo,1995-01-01, Ernie Hudson,
Grave Encounters 2,2012-01-01,Richard Harmon,
Grave Encounters 2,2012-01-01, Shawn C. Phillips,
Grave Encounters 2,2012-01-01, Jennica Fulton,
Grave Encounters 2,2012-01-01, Jeffrey Bowyer-Chapman,
Abduction,2011-01-01,Taylor Lautner,
Abduction,2011-01-01, Lily Collins,
Abduction,2011-01-01, Alfred Molina,
Abduction,2011-01-01, Jake Andolina,
Sorority Row,2009-01-01,Briana Evigan,
Sorority Row,2009-01-01, Rumer Willis,
Sorority Row,2009-01-01, Carrie Fisher,
Sorority Row,2009-01-01, Teri Andrez,
The Covenant,2006-01-01,Steven Strait,
The Covenant,2006-01-01, Sebastian Stan,
The Covenant,2006-01-01, Toby Hemingway,
The Covenant,2006-01-01, Taylor Kitsch,
The Haunted Mansion,2003-01-01,Eddie Murphy,
The Haunted Mansion,2003-01-01, Marsha Thomason,
The Haunted Mansion,2003-01-01, Jennifer Tilly,
The Haunted Mansion,2003-01-01, Terence Stamp,
Scooby-Doo 2: Monsters Unleashed,2004-01-01,Freddie Prinze Jr.,
Scooby-Doo 2: Monsters Unleashed,2004-01-01, Sarah Michelle Gellar,
Scooby-Doo 2: Monsters Unleashed,2004-01-01, Matthew Lillard,
Scooby-Doo 2: Monsters Unleashed,2004-01-01, Linda Cardellini,
Exorcist: The Beginning,2004-01-01,Stellan Skarsgård,
Exorcist: The Beginning,2004-01-01, Izabella Scorupco,
Exorcist: The Beginning,2004-01-01, James D'Arcy,
Exorcist: The Beginning,2004-01-01, Remy Sweeney,
Halloween III: Season of the Witch,1982-01-01,Tom Atkins,
Halloween III: Season of the Witch,1982-01-01, Stacey Nelkin,
Halloween III: Season of the Witch,1982-01-01, Dan O'Herlihy,
Halloween III: Season of the Witch,1982-01-01, Michael Currie,
How It Ends,2018-01-01,Theo James,
How It Ends,2018-01-01, Kat Graham,
How It Ends,2018-01-01, Nancy Sorel,
How It Ends,2018-01-01, Nicole Ari Parker,
Hot Tub Time Machine 2,2015-01-01,Rob Corddry,
Hot Tub Time Machine 2,2015-01-01, Craig Robinson,
Hot Tub Time Machine 2,2015-01-01, Clark Duke,
Hot Tub Time Machine 2,2015-01-01, Adam Scott,
Paranormal Activity: The Marked Ones,2014-01-01,Andrew Jacobs,
Paranormal Activity: The Marked Ones,2014-01-01, Jorge Diaz,
Paranormal Activity: The Marked Ones,2014-01-01, Gabrielle Walsh,
Paranormal Activity: The Marked Ones,2014-01-01, Gloria Sandoval,
Chernobyl Diaries,2012-01-01,Jesse McCartney,
Chernobyl Diaries,2012-01-01, Jonathan Sadowski,
Chernobyl Diaries,2012-01-01, Olivia Taylor Dudley,
Chernobyl Diaries,2012-01-01, Nathan Phillips,
Blair Witch,2016-01-01,James Allen McCune,
Blair Witch,2016-01-01, Callie Hernandez,
Blair Witch,2016-01-01, Corbin Reid,
Blair Witch,2016-01-01, Brandon Scott,
Srpski film,2010-01-01,Srdjan 'Zika' Todorovic,
Srpski film,2010-01-01, Sergej Trifunovic,
Srpski film,2010-01-01, Jelena Gavrilovic,
Srpski film,2010-01-01, Slobodan Bestic,
Stay Alive,2006-01-01,Jon Foster,
Stay Alive,2006-01-01, Samaire Armstrong,
Stay Alive,2006-01-01, Frankie Muniz,
Stay Alive,2006-01-01, Jimmi Simpson,
An American Haunting,2005-01-01,Donald Sutherland,
An American Haunting,2005-01-01, Sissy Spacek,
An American Haunting,2005-01-01, Rachel Hurd-Wood,
An American Haunting,2005-01-01, James D'Arcy,
The Haunting,1999-01-01,Liam Neeson,
The Haunting,1999-01-01, Catherine Zeta-Jones,
The Haunting,1999-01-01, Owen Wilson,
The Haunting,1999-01-01, Lili Taylor,
Vanishing on 7th Street,2010-01-01,Hayden Christensen,
Vanishing on 7th Street,2010-01-01, Thandiwe Newton,
Vanishing on 7th Street,2010-01-01, John Leguizamo,
Vanishing on 7th Street,2010-01-01, Jacob Latimore,
Fantasy Island,2020-01-01,Michael Peña,
Fantasy Island,2020-01-01, Maggie Q,
Fantasy Island,2020-01-01, Lucy Hale,
Fantasy Island,2020-01-01, Austin Stowell,
Silent Hill: Revelation,2012-01-01,Adelaide Clemens,
Silent Hill: Revelation,2012-01-01, Kit Harington,
Silent Hill: Revelation,2012-01-01, Sean Bean,
Silent Hill: Revelation,2012-01-01, Carrie-Anne Moss,
Darkness Falls,2003-01-01,Chaney Kley,
Darkness Falls,2003-01-01, Emma Caulfield Ford,
Darkness Falls,2003-01-01, Antony Burrows,
Darkness Falls,2003-01-01, Lee Cormie,
The Titan,2018-01-01,Sam Worthington,
The Titan,2018-01-01, Taylor Schilling,
The Titan,2018-01-01, Tom Wilkinson,
The Titan,2018-01-01, Agyness Deyn,
The Forest,2016-01-01,Natalie Dormer,
The Forest,2016-01-01, Eoin Macken,
The Forest,2016-01-01, Stephanie Vogt,
The Forest,2016-01-01, Osamu Tanpopo,
DOA: Dead or Alive,2006-01-01,Jaime Pressly,
DOA: Dead or Alive,2006-01-01, Devon Aoki,
DOA: Dead or Alive,2006-01-01, Sarah Carter,
DOA: Dead or Alive,2006-01-01, Holly Valance,
Valentine,2001-01-01,Denise Richards,
Valentine,2001-01-01, David Boreanaz,
Valentine,2001-01-01, Marley Shelton,
Valentine,2001-01-01, Jessica Capshaw,
Zoolander 2,2016-01-01,Ben Stiller,
Zoolander 2,2016-01-01, Owen Wilson,
Zoolander 2,2016-01-01, Penélope Cruz,
Zoolander 2,2016-01-01, Will Ferrell,
The Unborn,2009-01-01,Odette Annable,
The Unborn,2009-01-01, Gary Oldman,
The Unborn,2009-01-01, Cam Gigandet,
The Unborn,2009-01-01, Meagan Good,
I Still Know What You Did Last Summer,1998-01-01,Jennifer Love Hewitt,
I Still Know What You Did Last Summer,1998-01-01, Freddie Prinze Jr.,
I Still Know What You Did Last Summer,1998-01-01, Brandy Norwood,
I Still Know What You Did Last Summer,1998-01-01, Mekhi Phifer,
Friday the 13th: A New Beginning,1985-01-01,Melanie Kinnaman,
Friday the 13th: A New Beginning,1985-01-01, John Shepherd,
Friday the 13th: A New Beginning,1985-01-01, Anthony Barrile,
Friday the 13th: A New Beginning,1985-01-01, Suzanne Bateman,
Paranormal Activity: The Ghost Dimension,2015-01-01,Chris J. Murray,
Paranormal Activity: The Ghost Dimension,2015-01-01, Brit Shaw,
Paranormal Activity: The Ghost Dimension,2015-01-01, Ivy George,
Paranormal Activity: The Ghost Dimension,2015-01-01, Dan Gill,
Paranormal Activity 4,2012-01-01,Stephen Dunham,
Paranormal Activity 4,2012-01-01, Katie Featherston,
Paranormal Activity 4,2012-01-01, Matt Shively,
Paranormal Activity 4,2012-01-01, Brendon Eggertsen,
Psycho,1998-01-01,Vince Vaughn,
Psycho,1998-01-01, Anne Heche,
Psycho,1998-01-01, Julianne Moore,
Psycho,1998-01-01, Viggo Mortensen,
Ouija,2014-01-01,Olivia Cooke,
Ouija,2014-01-01, Ana Coto,
Ouija,2014-01-01, Daren Kagasoff,
Ouija,2014-01-01, Bianca A. Santos,
Rings,2017-01-01,Matilda Anna Ingrid Lutz,
Rings,2017-01-01, Alex Roe,
Rings,2017-01-01, Johnny Galecki,
Rings,2017-01-01, Vincent D'Onofrio,
Basic Instinct 2,2006-01-01,Sharon Stone,
Basic Instinct 2,2006-01-01, David Morrissey,
Basic Instinct 2,2006-01-01, David Thewlis,
Basic Instinct 2,2006-01-01, Stan Collymore,
Boogeyman,2005-01-01,Barry Watson,
Boogeyman,2005-01-01, Emily Deschanel,
Boogeyman,2005-01-01, Lucy Lawless,
Boogeyman,2005-01-01, Skye McCole Bartusiak,
One Missed Call,2008-01-01,Edward Burns,
One Missed Call,2008-01-01, Shannyn Sossamon,
One Missed Call,2008-01-01, Ana Claudia Talancón,
One Missed Call,2008-01-01, Ray Wise,
Book of Shadows: Blair Witch 2,2000-01-01,Jeffrey Donovan,
Book of Shadows: Blair Witch 2,2000-01-01, Stephen Barker Turner,
Book of Shadows: Blair Witch 2,2000-01-01, Erica Leerhsen,
Book of Shadows: Blair Witch 2,2000-01-01, Kurt Loder,
The Wicker Man,2006-01-01,Nicolas Cage,
The Wicker Man,2006-01-01, Ellen Burstyn,
The Wicker Man,2006-01-01, Leelee Sobieski,
The Wicker Man,2006-01-01, Kate Beahan,
The Fog,2005-01-01,Tom Welling,
The Fog,2005-01-01, Maggie Grace,
The Fog,2005-01-01, Selma Blair,
The Fog,2005-01-01, DeRay Davis,
I Know Who Killed Me,2007-01-01,Lindsay Lohan,
I Know Who Killed Me,2007-01-01, Julia Ormond,
I Know Who Killed Me,2007-01-01, Neal McDonough,
I Know Who Killed Me,2007-01-01, Bonnie Aarons,
Slender Man,2018-01-01,Joey King,
Slender Man,2018-01-01, Julia Goldani Telles,
Slender Man,2018-01-01, Jaz Sinclair,
Slender Man,2018-01-01, Annalise Basso,
The Shawshank Redemption,1994-01-01, Morgan Freeman,
The Shawshank Redemption,1994-01-01, Bob Gunton,
The Shawshank Redemption,1994-01-01, William Sadler,
Hababam Sinifi,1975-01-01,Kemal Sunal,
Hababam Sinifi,1975-01-01, Münir Özkul,
Hababam Sinifi,1975-01-01, Halit Akçatepe,
Hababam Sinifi,1975-01-01, Tarik Akan,
777 Charlie,2022-01-01,Rakshit Shetty,
777 Charlie,2022-01-01, Charlie,
777 Charlie,2022-01-01, Sangeetha Sringeri,
777 Charlie,2022-01-01, Raj B. Shetty,
Fight Club,1999-01-01, Edward Norton,
Fight Club,1999-01-01, Meat Loaf,
Fight Club,1999-01-01, Zach Grenier,
Forrest Gump,1994-01-01, Robin Wright,
Forrest Gump,1994-01-01, Gary Sinise,
Forrest Gump,1994-01-01, Sally Field,
Soorarai Pottru,2020-01-01,Suriya,
Soorarai Pottru,2020-01-01, Achyuth Kumar,
Soorarai Pottru,2020-01-01, Paresh Rawal,
Soorarai Pottru,2020-01-01, Aparna Balamurali,
One Flew Over the Cuckoo's Nest,1975-01-01, Louise Fletcher,
One Flew Over the Cuckoo's Nest,1975-01-01, Michael Berryman,
One Flew Over the Cuckoo's Nest,1975-01-01, Peter Brocco,
Interstellar,2014-01-01, Anne Hathaway,
Interstellar,2014-01-01, Jessica Chastain,
Interstellar,2014-01-01, Mackenzie Foy,
Saving Private Ryan,1998-01-01, Matt Damon,
Saving Private Ryan,1998-01-01, Tom Sizemore,
Saving Private Ryan,1998-01-01, Edward Burns,
La vita è bella,1997-01-01,Roberto Benigni,
La vita è bella,1997-01-01, Nicoletta Braschi,
La vita è bella,1997-01-01, Giorgio Cantarini,
La vita è bella,1997-01-01, Giustino Durano,
It's a Wonderful Life,1946-01-01, Donna Reed,
It's a Wonderful Life,1946-01-01, Lionel Barrymore,
It's a Wonderful Life,1946-01-01, Thomas Mitchell,
96,2018-01-01,Vijay Sethupathi,
96,2018-01-01, Adithya Bhaskar,
96,2018-01-01, Trisha Krishnan,
96,2018-01-01, Gouri Kishan,
Gisaengchung,2019-01-01,Song Kang-ho,
Gisaengchung,2019-01-01, Lee Sun-kyun,
Gisaengchung,2019-01-01, Cho Yeo-jeong,
Gisaengchung,2019-01-01, Choi Woo-sik,
Whiplash,2014-01-01, J.K. Simmons,
Whiplash,2014-01-01, Melissa Benoist,
Whiplash,2014-01-01, Paul Reiser,
Nuovo Cinema Paradiso,1988-01-01,Philippe Noiret,
Nuovo Cinema Paradiso,1988-01-01, Enzo Cannavale,
Nuovo Cinema Paradiso,1988-01-01, Antonella Attili,
Nuovo Cinema Paradiso,1988-01-01, Isa Danieli,
Casablanca,1942-01-01, Ingrid Bergman,
Casablanca,1942-01-01, Paul Henreid,
Casablanca,1942-01-01, Claude Rains,
Modern Times,1936-01-01, Paulette Goddard,
Modern Times,1936-01-01, Henry Bergman,
Modern Times,1936-01-01, Tiny Sandford,
City Lights,1931-01-01, Virginia Cherrill,
City Lights,1931-01-01, Florence Lee,
City Lights,1931-01-01, Harry Myers,
Capharnaüm,2018-01-01,Zain Al Rafeea,
Capharnaüm,2018-01-01, Yordanos Shiferaw,
Capharnaüm,2018-01-01, Boluwatife Treasure Bankole,
Capharnaüm,2018-01-01, Kawsar Al Haddad,
3 Idiots,2009-01-01, Madhavan,
3 Idiots,2009-01-01, Mona Singh,
3 Idiots,2009-01-01, Sharman Joshi,
Taare Zameen Par,2007-01-01,Darsheel Safary,
Taare Zameen Par,2007-01-01, Aamir Khan,
Taare Zameen Par,2007-01-01, Tisca Chopra,
Taare Zameen Par,2007-01-01, Vipin Sharma,
American Beauty,1999-01-01, Annette Bening,
American Beauty,1999-01-01, Thora Birch,
American Beauty,1999-01-01, Wes Bentley,
Idi i smotri,1985-01-01,Aleksey Kravchenko,
Idi i smotri,1985-01-01, Olga Mironova,
Idi i smotri,1985-01-01, Liubomiras Laucevicius,
Idi i smotri,1985-01-01, Vladas Bagdonas,
Das Boot,1981-01-01,Jürgen Prochnow,
Das Boot,1981-01-01, Herbert Grönemeyer,
Das Boot,1981-01-01, Klaus Wennemann,
Das Boot,1981-01-01, Hubertus Bengsch,
The Shining,1980-01-01, Shelley Duvall,
The Shining,1980-01-01, Danny Lloyd,
The Shining,1980-01-01, Scatman Crothers,
Paths of Glory,1957-01-01, Ralph Meeker,
Paths of Glory,1957-01-01, Adolphe Menjou,
Paths of Glory,1957-01-01, George Macready,
Sunset Blvd.,1950-01-01, Gloria Swanson,
Sunset Blvd.,1950-01-01, Erich von Stroheim,
Sunset Blvd.,1950-01-01, Nancy Olson,
The Great Dictator,1940-01-01, Paulette Goddard,
The Great Dictator,1940-01-01, Jack Oakie,
The Great Dictator,1940-01-01, Reginald Gardiner,
Jagten,2012-01-01,Mads Mikkelsen,
Jagten,2012-01-01, Thomas Bo Larsen,
Jagten,2012-01-01, Annika Wedderkopp,
Jagten,2012-01-01, Lasse Fogelstrøm,
Jodaeiye Nader az Simin,2011-01-01,Payman Maadi,
Jodaeiye Nader az Simin,2011-01-01, Leila Hatami,
Jodaeiye Nader az Simin,2011-01-01, Sareh Bayat,
Jodaeiye Nader az Simin,2011-01-01, Shahab Hosseini,
The Kashmir Files,2022-01-01,Mithun Chakraborty,
The Kashmir Files,2022-01-01, Anupam Kher,
The Kashmir Files,2022-01-01, Darshan Kumaar,
The Kashmir Files,2022-01-01, Pallavi Joshi,
Inglourious Basterds,2009-01-01, Diane Kruger,
Inglourious Basterds,2009-01-01, Eli Roth,
Inglourious Basterds,2009-01-01, Mélanie Laurent,
Eternal Sunshine of the Spotless Mind,2004-01-01, Kate Winslet,
Eternal Sunshine of the Spotless Mind,2004-01-01, Tom Wilkinson,
Eternal Sunshine of the Spotless Mind,2004-01-01, Gerry Robert Byrne,
Requiem for a Dream,2000-01-01, Jared Leto,
Requiem for a Dream,2000-01-01, Jennifer Connelly,
Requiem for a Dream,2000-01-01, Marlon Wayans,
Good Will Hunting,1997-01-01, Matt Damon,
Good Will Hunting,1997-01-01, Ben Affleck,
Good Will Hunting,1997-01-01, Stellan Skarsgård,
Full Metal Jacket,1987-01-01, R. Lee Ermey,
Full Metal Jacket,1987-01-01, Vincent D'Onofrio,
Full Metal Jacket,1987-01-01, Adam Baldwin,
Judgment at Nuremberg,1961-01-01, Burt Lancaster,
Judgment at Nuremberg,1961-01-01, Richard Widmark,
Judgment at Nuremberg,1961-01-01, Marlene Dietrich,
The Apartment,1960-01-01, Shirley MacLaine,
The Apartment,1960-01-01, Fred MacMurray,
The Apartment,1960-01-01, Ray Walston,
Pather Panchali,1955-01-01, Karuna Bannerjee,
Pather Panchali,1955-01-01, Subir Banerjee,
Pather Panchali,1955-01-01, Chunibala Devi,
Ikiru,1952-01-01, Nobuo Kaneko,
Ikiru,1952-01-01, Shin'ichi Himori,
Ikiru,1952-01-01, Haruo Tanaka,
Ladri di biciclette,1948-01-01,Lamberto Maggiorani,
Ladri di biciclette,1948-01-01, Enzo Staiola,
Ladri di biciclette,1948-01-01, Lianella Carell,
Ladri di biciclette,1948-01-01, Elena Altieri,
Metropolis,1927-01-01, Alfred Abel,
Metropolis,1927-01-01, Gustav Fröhlich,
Metropolis,1927-01-01, Rudolf Klein-Rogge,
The Kid,1921-01-01, Edna Purviance,
The Kid,1921-01-01, Jackie Coogan,
The Kid,1921-01-01, Carl Miller,
Chhichhore,2019-01-01,Sushant Singh Rajput,
Chhichhore,2019-01-01, Shraddha Kapoor,
Chhichhore,2019-01-01, Varun Sharma,
Chhichhore,2019-01-01, Prateik Babbar,
Tumbbad,2018-01-01,Sohum Shah,
Tumbbad,2018-01-01, Jyoti Malshe,
Tumbbad,2018-01-01, Anita Date-Kelkar,
Tumbbad,2018-01-01, Ronjini Chakraborty,
Zindagi Na Milegi Dobara,2011-01-01,Hrithik Roshan,
Zindagi Na Milegi Dobara,2011-01-01, Farhan Akhtar,
Zindagi Na Milegi Dobara,2011-01-01, Abhay Deol,
Zindagi Na Milegi Dobara,2011-01-01, Katrina Kaif,
Dara iz Jasenovca,2020-01-01,Biljana Cekic,
Dara iz Jasenovca,2020-01-01, Zlatan Vidovic,
Dara iz Jasenovca,2020-01-01, Anja Stanic,
Dara iz Jasenovca,2020-01-01, Luka Saranovic,
Miracle in Cell No. 7,2019-01-01,Aras Bulut Iynemli,
Miracle in Cell No. 7,2019-01-01, Nisa Sofiya Aksongur,
Miracle in Cell No. 7,2019-01-01, Deniz Baysal,
Miracle in Cell No. 7,2019-01-01, Celile Toyon Uysal,
