movie_name,movie_date,award_year,award_category,award_winner
The Last Command,1927,1928,ACTOR,True
7th Heaven,1927,1928,ACTRESS,True
The Dove;,1927,1928,ART DIRECTION,True
Sunrise,1927,1928,CINEMATOGRAPHY,True
Two Arabian Knights,1927,1928,DIRECTING (Comedy Picture),True
7th Heaven,1927,1928,DIRECTING (Dramatic Picture),True
Wings,1927,1928,ENGINEERING EFFECTS,True
Wings,1927,1928,OUTSTANDING PICTURE,True
Sunrise,1927,1928,UNIQUE AND ARTISTIC PICTURE,True
7th Heaven,1927,1928,WRITING (Adaptation),True
Underworld,1927,1928,WRITING (Original Story),True
In Old Arizona,1928,1929,ACTOR,True
Coquette,1928,1929,ACTRESS,True
The Bridge of San Luis Rey,1928,1929,ART DIRECTION,True
White Shadows in the South Seas,1928,1929,CINEMATOGRAPHY,True
The Divine Lady,1928,1929,DIRECTING,True
The Broadway Melody,1928,1929,OUTSTANDING PICTURE,True
The Patriot,1928,1929,WRITING,True
Disraeli,1929,1930,ACTOR,True
The Divorcee,1929,1930,ACTRESS,True
King of Jazz,1929,1930,ART DIRECTION,True
With Byrd at the South Pole,1929,1930,CINEMATOGRAPHY,True
All Quiet on the Western Front,1929,1930,DIRECTING,True
All Quiet on the Western Front,1929,1930,OUTSTANDING PRODUCTION,True
The Big House,1929,1930,SOUND RECORDING,True
The Big House,1929,1930,WRITING,True
A Free Soul,1930,1931,ACTOR,True
Min and Bill,1930,1931,ACTRESS,True
Cimarron,1930,1931,ART DIRECTION,True
Tabu,1930,1931,CINEMATOGRAPHY,True
Skippy,1930,1931,DIRECTING,True
Cimarron,1930,1931,OUTSTANDING PRODUCTION,True
Cimarron,1930,1931,WRITING (Adaptation),True
The Dawn Patrol,1930,1931,WRITING (Original Story),True
The Champ,1931,1932,ACTOR,True
Dr. Jekyll and Mr. Hyde,1931,1932,ACTOR,True
The Sin of Madelon Claudet,1931,1932,ACTRESS,True
Transatlantic,1931,1932,ART DIRECTION,True
Shanghai Express,1931,1932,CINEMATOGRAPHY,True
Bad Girl,1931,1932,DIRECTING,True
Grand Hotel,1931,1932,OUTSTANDING PRODUCTION,True
Flowers and Trees,1931,1932,SHORT SUBJECT (Cartoon),True
The Music Box,1931,1932,SHORT SUBJECT (Comedy),True
Wrestling Swordfish,1931,1932,SHORT SUBJECT (Novelty),True
Bad Girl,1931,1932,WRITING (Adaptation),True
The Champ,1931,1932,WRITING (Original Story),True
The Private Life of Henry VIII,1932,1933,ACTOR,True
Morning Glory,1932,1933,ACTRESS,True
Cavalcade,1932,1933,ART DIRECTION,True
A Farewell to Arms,1932,1933,CINEMATOGRAPHY,True
Cavalcade,1932,1933,DIRECTING,True
Cavalcade,1932,1933,OUTSTANDING PRODUCTION,True
The Three Little Pigs,1932,1933,SHORT SUBJECT (Cartoon),True
So This Is Harris,1932,1933,SHORT SUBJECT (Comedy),True
Krakatoa,1932,1933,SHORT SUBJECT (Novelty),True
A Farewell to Arms,1932,1933,SOUND RECORDING,True
Little Women,1932,1933,WRITING (Adaptation),True
One Way Passage,1932,1933,WRITING (Original Story),True
It Happened One Night,1934,1935,ACTOR,True
It Happened One Night,1934,1935,ACTRESS,True
The Merry Widow,1934,1935,ART DIRECTION,True
Viva Villa!,1934,1935,ASSISTANT DIRECTOR,True
Cleopatra,1934,1935,CINEMATOGRAPHY,True
It Happened One Night,1934,1935,DIRECTING,True
Eskimo,1934,1935,FILM EDITING,True
One Night of Love,1934,1935,MUSIC (Scoring),True
The Gay Divorcee,1934,1935,MUSIC (Song),True
It Happened One Night,1934,1935,OUTSTANDING PRODUCTION,True
The Tortoise and the Hare,1934,1935,SHORT SUBJECT (Cartoon),True
La Cucaracha,1934,1935,SHORT SUBJECT (Comedy),True
City of Wax,1934,1935,SHORT SUBJECT (Novelty),True
One Night of Love,1934,1935,SOUND RECORDING,True
It Happened One Night,1934,1935,WRITING (Adaptation),True
Manhattan Melodrama,1934,1935,WRITING (Original Story),True
The Informer,1935,1936,ACTOR,True
Dangerous,1935,1936,ACTRESS,True
The Dark Angel,1935,1936,ART DIRECTION,True
The Lives of a Bengal Lancer,1935,1936,ASSISTANT DIRECTOR,True
A Midsummer Night's Dream,1935,1936,CINEMATOGRAPHY,True
Broadway Melody of 1936;,1935,1936,DANCE DIRECTION,True
The Informer,1935,1936,DIRECTING,True
A Midsummer Night's Dream,1935,1936,FILM EDITING,True
The Informer,1935,1936,MUSIC (Scoring),True
Gold Diggers of 1935,1935,1936,MUSIC (Song),True
Mutiny on the Bounty,1935,1936,OUTSTANDING PRODUCTION,True
Three Orphan Kittens,1935,1936,SHORT SUBJECT (Cartoon),True
How to Sleep,1935,1936,SHORT SUBJECT (Comedy),True
Wings over Mt. Everest,1935,1936,SHORT SUBJECT (Novelty),True
Naughty Marietta,1935,1936,SOUND RECORDING,True
The Scoundrel,1935,1936,WRITING (Original Story),True
The Informer,1935,1936,WRITING (Screenplay),True
The Story of Louis Pasteur,1936,1937,ACTOR,True
Come and Get It,1936,1937,ACTOR IN A SUPPORTING ROLE,True
The Great Ziegfeld,1936,1937,ACTRESS,True
Anthony Adverse,1936,1937,ACTRESS IN A SUPPORTING ROLE,True
Dodsworth,1936,1937,ART DIRECTION,True
The Charge of the Light Brigade,1936,1937,ASSISTANT DIRECTOR,True
Anthony Adverse,1936,1937,CINEMATOGRAPHY,True
The Great Ziegfeld,1936,1937,DANCE DIRECTION,True
Mr. Deeds Goes to Town,1936,1937,DIRECTING,True
Anthony Adverse,1936,1937,FILM EDITING,True
Anthony Adverse,1936,1937,MUSIC (Scoring),True
Swing Time,1936,1937,MUSIC (Song),True
The Great Ziegfeld,1936,1937,OUTSTANDING PRODUCTION,True
The Country Cousin,1936,1937,SHORT SUBJECT (Cartoon),True
Give Me Liberty,1936,1937,SHORT SUBJECT (Color),True
Bored of Education,1936,1937,SHORT SUBJECT (One-reel),True
The Public Pays,1936,1937,SHORT SUBJECT (Two-reel),True
San Francisco,1936,1937,SOUND RECORDING,True
The Story of Louis Pasteur,1936,1937,WRITING (Original Story),True
The Story of Louis Pasteur,1936,1937,WRITING (Screenplay),True
Captains Courageous,1937,1938,ACTOR,True
The Life of Emile Zola,1937,1938,ACTOR IN A SUPPORTING ROLE,True
The Good Earth,1937,1938,ACTRESS,True
In Old Chicago,1937,1938,ACTRESS IN A SUPPORTING ROLE,True
Lost Horizon,1937,1938,ART DIRECTION,True
In Old Chicago,1937,1938,ASSISTANT DIRECTOR,True
The Good Earth,1937,1938,CINEMATOGRAPHY,True
A Damsel in Distress,1937,1938,DANCE DIRECTION,True
The Awful Truth,1937,1938,DIRECTING,True
Lost Horizon,1937,1938,FILM EDITING,True
One Hundred Men and a Girl,1937,1938,MUSIC (Scoring),True
Waikiki Wedding,1937,1938,MUSIC (Song),True
The Life of Emile Zola,1937,1938,OUTSTANDING PRODUCTION,True
The Old Mill,1937,1938,SHORT SUBJECT (Cartoon),True
Penny Wisdom,1937,1938,SHORT SUBJECT (Color),True
The Private Life of the Gannets,1937,1938,SHORT SUBJECT (One-reel),True
Torture Money,1937,1938,SHORT SUBJECT (Two-reel),True
The Hurricane,1937,1938,SOUND RECORDING,True
A Star Is Born,1937,1938,WRITING (Original Story),True
The Life of Emile Zola,1937,1938,WRITING (Screenplay),True
Boys Town,1938,1939,ACTOR,True
Kentucky,1938,1939,ACTOR IN A SUPPORTING ROLE,True
Jezebel,1938,1939,ACTRESS,True
Jezebel,1938,1939,ACTRESS IN A SUPPORTING ROLE,True
The Adventures of Robin Hood,1938,1939,ART DIRECTION,True
The Great Waltz,1938,1939,CINEMATOGRAPHY,True
You Can't Take It with You,1938,1939,DIRECTING,True
The Adventures of Robin Hood,1938,1939,FILM EDITING,True
The Adventures of Robin Hood,1938,1939,MUSIC (Original Score),True
Alexander's Ragtime Band,1938,1939,MUSIC (Scoring),True
The Big Broadcast of 1938,1938,1939,MUSIC (Song),True
You Can't Take It with You,1938,1939,OUTSTANDING PRODUCTION,True
Ferdinand the Bull,1938,1939,SHORT SUBJECT (Cartoon),True
That Mothers Might Live,1938,1939,SHORT SUBJECT (One-reel),True
Declaration of Independence,1938,1939,SHORT SUBJECT (Two-reel),True
The Cowboy and the Lady,1938,1939,SOUND RECORDING,True
Boys Town,1938,1939,WRITING (Original Story),True
Pygmalion,1938,1939,WRITING (Screenplay),True
"Goodbye, Mr. Chips",1939,1940,ACTOR,True
Stagecoach,1939,1940,ACTOR IN A SUPPORTING ROLE,True
Gone with the Wind,1939,1940,ACTRESS,True
Gone with the Wind,1939,1940,ART DIRECTION,True
Wuthering Heights,1939,1940,CINEMATOGRAPHY (Black-and-White),True
Gone with the Wind,1939,1940,CINEMATOGRAPHY (Color),True
Gone with the Wind,1939,1940,DIRECTING,True
Gone with the Wind,1939,1940,FILM EDITING,True
The Wizard of Oz,1939,1940,MUSIC (Original Score),True
Stagecoach,1939,1940,MUSIC (Scoring),True
The Wizard of Oz,1939,1940,MUSIC (Song),True
Gone with the Wind,1939,1940,OUTSTANDING PRODUCTION,True
The Ugly Duckling,1939,1940,SHORT SUBJECT (Cartoon),True
Busy Little Bears,1939,1940,SHORT SUBJECT (One-reel),True
Sons of Liberty,1939,1940,SHORT SUBJECT (Two-reel),True
When Tomorrow Comes,1939,1940,SOUND RECORDING,True
The Rains Came,1939,1940,SPECIAL EFFECTS,True
Mr. Smith Goes to Washington,1939,1940,WRITING (Original Story),True
Gone with the Wind,1939,1940,WRITING (Screenplay),True
The Philadelphia Story,1940,1941,ACTOR,True
The Westerner,1940,1941,ACTOR IN A SUPPORTING ROLE,True
Kitty Foyle,1940,1941,ACTRESS,True
The Grapes of Wrath,1940,1941,ACTRESS IN A SUPPORTING ROLE,True
Pride and Prejudice,1940,1941,ART DIRECTION (Black-and-White),True
The Thief of Bagdad,1940,1941,ART DIRECTION (Color),True
Rebecca,1940,1941,CINEMATOGRAPHY (Black-and-White),True
The Thief of Bagdad,1940,1941,CINEMATOGRAPHY (Color),True
The Grapes of Wrath,1940,1941,DIRECTING,True
North West Mounted Police,1940,1941,FILM EDITING,True
Pinocchio,1940,1941,MUSIC (Original Score),True
Tin Pan Alley,1940,1941,MUSIC (Scoring),True
Pinocchio,1940,1941,MUSIC (Song),True
Rebecca,1940,1941,OUTSTANDING PRODUCTION,True
The Milky Way,1940,1941,SHORT SUBJECT (Cartoon),True
Quicker 'N a Wink,1940,1941,SHORT SUBJECT (One-reel),True
"Teddy, the Rough Rider",1940,1941,SHORT SUBJECT (Two-reel),True
Strike Up the Band,1940,1941,SOUND RECORDING,True
The Thief of Bagdad,1940,1941,SPECIAL EFFECTS,True
The Great McGinty,1940,1941,WRITING (Original Screenplay),True
"Arise, My Love",1940,1941,WRITING (Original Story),True
The Philadelphia Story,1940,1941,WRITING (Screenplay),True
Sergeant York,1941,1942,ACTOR,True
How Green Was My Valley,1941,1942,ACTOR IN A SUPPORTING ROLE,True
Suspicion,1941,1942,ACTRESS,True
The Great Lie,1941,1942,ACTRESS IN A SUPPORTING ROLE,True
How Green Was My Valley,1941,1942,ART DIRECTION (Black-and-White),True
Blossoms in the Dust,1941,1942,ART DIRECTION (Color),True
How Green Was My Valley,1941,1942,CINEMATOGRAPHY (Black-and-White),True
Blood and Sand,1941,1942,CINEMATOGRAPHY (Color),True
How Green Was My Valley,1941,1942,DIRECTING,True
Churchill's Island,1941,1942,DOCUMENTARY (Short Subject),True
Sergeant York,1941,1942,FILM EDITING,True
All That Money Can Buy,1941,1942,MUSIC (Music Score of a Dramatic Picture),True
Dumbo,1941,1942,MUSIC (Scoring of a Musical Picture),True
Lady Be Good,1941,1942,MUSIC (Song),True
How Green Was My Valley,1941,1942,OUTSTANDING MOTION PICTURE,True
Lend a Paw,1941,1942,SHORT SUBJECT (Cartoon),True
Of Pups and Puzzles,1941,1942,SHORT SUBJECT (One-reel),True
Main Street on the March!,1941,1942,SHORT SUBJECT (Two-reel),True
That Hamilton Woman,1941,1942,SOUND RECORDING,True
I Wanted Wings,1941,1942,SPECIAL EFFECTS,True
Citizen Kane,1941,1942,WRITING (Original Screenplay),True
Here Comes Mr. Jordan,1941,1942,WRITING (Original Story),True
Here Comes Mr. Jordan,1941,1942,WRITING (Screenplay),True
Yankee Doodle Dandy,1942,1943,ACTOR,True
Johnny Eager,1942,1943,ACTOR IN A SUPPORTING ROLE,True
Mrs. Miniver,1942,1943,ACTRESS,True
This above All,1942,1943,ART DIRECTION (Black-and-White),True
My Gal Sal,1942,1943,ART DIRECTION (Color),True
Mrs. Miniver,1942,1943,CINEMATOGRAPHY (Black-and-White),True
The Black Swan,1942,1943,CINEMATOGRAPHY (Color),True
Mrs. Miniver,1942,1943,DIRECTING,True
The Battle of Midway,1942,1943,DOCUMENTARY,True
Kokoda Front Line!,1942,1943,DOCUMENTARY,True
Moscow Strikes Back,1942,1943,DOCUMENTARY,True
Prelude to War,1942,1943,DOCUMENTARY,True
The Pride of the Yankees,1942,1943,FILM EDITING,True
"Now, Voyager",1942,1943,MUSIC (Music Score of a Dramatic or Comedy Picture),True
Yankee Doodle Dandy,1942,1943,MUSIC (Scoring of a Musical Picture),True
Holiday Inn,1942,1943,MUSIC (Song),True
Mrs. Miniver,1942,1943,OUTSTANDING MOTION PICTURE,True
Der Fuehrer's Face,1942,1943,SHORT SUBJECT (Cartoon),True
Speaking of Animals and Their Families,1942,1943,SHORT SUBJECT (One-reel),True
Beyond the Line of Duty,1942,1943,SHORT SUBJECT (Two-reel),True
Yankee Doodle Dandy,1942,1943,SOUND RECORDING,True
Reap the Wild Wind,1942,1943,SPECIAL EFFECTS,True
The Invaders,1942,1943,WRITING (Original Motion Picture Story),True
Woman of the Year,1942,1943,WRITING (Original Screenplay),True
Mrs. Miniver,1942,1943,WRITING (Screenplay),True
Watch on the Rhine,1943,1944,ACTOR,True
The More the Merrier,1943,1944,ACTOR IN A SUPPORTING ROLE,True
The Song of Bernadette,1943,1944,ACTRESS,True
For Whom the Bell Tolls,1943,1944,ACTRESS IN A SUPPORTING ROLE,True
The Song of Bernadette,1943,1944,ART DIRECTION (Black-and-White),True
Phantom of the Opera,1943,1944,ART DIRECTION (Color),True
The Song of Bernadette,1943,1944,CINEMATOGRAPHY (Black-and-White),True
Phantom of the Opera,1943,1944,CINEMATOGRAPHY (Color),True
Casablanca,1943,1944,DIRECTING,True
Desert Victory,1943,1944,DOCUMENTARY (Feature),True
December 7th,1943,1944,DOCUMENTARY (Short Subject),True
Air Force,1943,1944,FILM EDITING,True
The Song of Bernadette,1943,1944,MUSIC (Music Score of a Dramatic or Comedy Picture),True
This Is the Army,1943,1944,MUSIC (Scoring of a Musical Picture),True
"Hello, Frisco, Hello",1943,1944,MUSIC (Song),True
Casablanca,1943,1944,OUTSTANDING MOTION PICTURE,True
Yankee Doodle Mouse,1943,1944,SHORT SUBJECT (Cartoon),True
Amphibious Fighters,1943,1944,SHORT SUBJECT (One-reel),True
Heavenly Music,1943,1944,SHORT SUBJECT (Two-reel),True
This Land Is Mine,1943,1944,SOUND RECORDING,True
Crash Dive,1943,1944,SPECIAL EFFECTS,True
The Human Comedy,1943,1944,WRITING (Original Motion Picture Story),True
Princess O'Rourke,1943,1944,WRITING (Original Screenplay),True
Casablanca,1943,1944,WRITING (Screenplay),True
Going My Way,1944,1945,ACTOR,True
Going My Way,1944,1945,ACTOR IN A SUPPORTING ROLE,True
Gaslight,1944,1945,ACTRESS,True
None but the Lonely Heart,1944,1945,ACTRESS IN A SUPPORTING ROLE,True
Gaslight,1944,1945,ART DIRECTION (Black-and-White),True
Wilson,1944,1945,ART DIRECTION (Color),True
Laura,1944,1945,CINEMATOGRAPHY (Black-and-White),True
Wilson,1944,1945,CINEMATOGRAPHY (Color),True
Going My Way,1944,1945,DIRECTING,True
The Fighting Lady,1944,1945,DOCUMENTARY (Feature),True
With the Marines at Tarawa,1944,1945,DOCUMENTARY (Short Subject),True
Wilson,1944,1945,FILM EDITING,True
Since You Went Away,1944,1945,MUSIC (Music Score of a Dramatic or Comedy Picture),True
Cover Girl,1944,1945,MUSIC (Scoring of a Musical Picture),True
Going My Way,1944,1945,MUSIC (Song),True
Going My Way,1944,1945,BEST MOTION PICTURE,True
Mouse Trouble,1944,1945,SHORT SUBJECT (Cartoon),True
Who's Who in Animal Land,1944,1945,SHORT SUBJECT (One-reel),True
I Won't Play,1944,1945,SHORT SUBJECT (Two-reel),True
Wilson,1944,1945,SOUND RECORDING,True
Thirty Seconds over Tokyo,1944,1945,SPECIAL EFFECTS,True
Going My Way,1944,1945,WRITING (Original Motion Picture Story),True
Wilson,1944,1945,WRITING (Original Screenplay),True
Going My Way,1944,1945,WRITING (Screenplay),True
The Lost Weekend,1945,1946,ACTOR,True
A Tree Grows in Brooklyn,1945,1946,ACTOR IN A SUPPORTING ROLE,True
Mildred Pierce,1945,1946,ACTRESS,True
National Velvet,1945,1946,ACTRESS IN A SUPPORTING ROLE,True
Blood on the Sun,1945,1946,ART DIRECTION (Black-and-White),True
Frenchman's Creek,1945,1946,ART DIRECTION (Color),True
The Picture of Dorian Gray,1945,1946,CINEMATOGRAPHY (Black-and-White),True
Leave Her to Heaven,1945,1946,CINEMATOGRAPHY (Color),True
The Lost Weekend,1945,1946,DIRECTING,True
The True Glory,1945,1946,DOCUMENTARY (Feature),True
Hitler Lives?,1945,1946,DOCUMENTARY (Short Subject),True
National Velvet,1945,1946,FILM EDITING,True
Spellbound,1945,1946,MUSIC (Music Score of a Dramatic or Comedy Picture),True
Anchors Aweigh,1945,1946,MUSIC (Scoring of a Musical Picture),True
State Fair,1945,1946,MUSIC (Song),True
The Lost Weekend,1945,1946,BEST MOTION PICTURE,True
Quiet Please!,1945,1946,SHORT SUBJECT (Cartoon),True
Stairway to Light,1945,1946,SHORT SUBJECT (One-reel),True
Star in the Night,1945,1946,SHORT SUBJECT (Two-reel),True
The Bells of St. Mary's,1945,1946,SOUND RECORDING,True
Wonder Man,1945,1946,SPECIAL EFFECTS,True
The House on 92nd Street,1945,1946,WRITING (Original Motion Picture Story),True
Marie-Louise,1945,1946,WRITING (Original Screenplay),True
The Lost Weekend,1945,1946,WRITING (Screenplay),True
The Best Years of Our Lives,1946,1947,ACTOR,True
The Best Years of Our Lives,1946,1947,ACTOR IN A SUPPORTING ROLE,True
To Each His Own,1946,1947,ACTRESS,True
The Razor's Edge,1946,1947,ACTRESS IN A SUPPORTING ROLE,True
Anna and the King of Siam,1946,1947,ART DIRECTION (Black-and-White),True
The Yearling,1946,1947,ART DIRECTION (Color),True
Anna and the King of Siam,1946,1947,CINEMATOGRAPHY (Black-and-White),True
The Yearling,1946,1947,CINEMATOGRAPHY (Color),True
The Best Years of Our Lives,1946,1947,DIRECTING,True
Seeds of Destiny,1946,1947,DOCUMENTARY (Short Subject),True
The Best Years of Our Lives,1946,1947,FILM EDITING,True
The Best Years of Our Lives,1946,1947,MUSIC (Music Score of a Dramatic or Comedy Picture),True
The Jolson Story,1946,1947,MUSIC (Scoring of a Musical Picture),True
The Harvey Girls,1946,1947,MUSIC (Song),True
The Best Years of Our Lives,1946,1947,BEST MOTION PICTURE,True
The Cat Concerto,1946,1947,SHORT SUBJECT (Cartoon),True
Facing Your Danger,1946,1947,SHORT SUBJECT (One-reel),True
A Boy and His Dog,1946,1947,SHORT SUBJECT (Two-reel),True
The Jolson Story,1946,1947,SOUND RECORDING,True
Blithe Spirit,1946,1947,SPECIAL EFFECTS,True
Vacation from Marriage,1946,1947,WRITING (Original Motion Picture Story),True
The Seventh Veil,1946,1947,WRITING (Original Screenplay),True
The Best Years of Our Lives,1946,1947,WRITING (Screenplay),True
A Double Life,1947,1948,ACTOR,True
Miracle on 34th Street,1947,1948,ACTOR IN A SUPPORTING ROLE,True
The Farmer's Daughter,1947,1948,ACTRESS,True
Gentleman's Agreement,1947,1948,ACTRESS IN A SUPPORTING ROLE,True
Great Expectations,1947,1948,ART DIRECTION (Black-and-White),True
Black Narcissus,1947,1948,ART DIRECTION (Color),True
Great Expectations,1947,1948,CINEMATOGRAPHY (Black-and-White),True
Black Narcissus,1947,1948,CINEMATOGRAPHY (Color),True
Gentleman's Agreement,1947,1948,DIRECTING,True
Design for Death,1947,1948,DOCUMENTARY (Feature),True
First Steps,1947,1948,DOCUMENTARY (Short Subject),True
Body and Soul,1947,1948,FILM EDITING,True
A Double Life,1947,1948,MUSIC (Music Score of a Dramatic or Comedy Picture),True
Mother Wore Tights,1947,1948,MUSIC (Scoring of a Musical Picture),True
Song of the South,1947,1948,MUSIC (Song),True
Gentleman's Agreement,1947,1948,BEST MOTION PICTURE,True
Tweetie Pie,1947,1948,SHORT SUBJECT (Cartoon),True
Good-bye Miss Turlock,1947,1948,SHORT SUBJECT (One-reel),True
Climbing the Matterhorn,1947,1948,SHORT SUBJECT (Two-reel),True
The Bishop's Wife,1947,1948,SOUND RECORDING,True
Green Dolphin Street,1947,1948,SPECIAL EFFECTS,True
Miracle on 34th Street,1947,1948,WRITING (Motion Picture Story),True
The Bachelor and the Bobby-Soxer,1947,1948,WRITING (Original Screenplay),True
Miracle on 34th Street,1947,1948,WRITING (Screenplay),True
Hamlet,1948,1949,ACTOR,True
The Treasure of the Sierra Madre,1948,1949,ACTOR IN A SUPPORTING ROLE,True
Johnny Belinda,1948,1949,ACTRESS,True
Key Largo,1948,1949,ACTRESS IN A SUPPORTING ROLE,True
Hamlet,1948,1949,ART DIRECTION (Black-and-White),True
The Red Shoes,1948,1949,ART DIRECTION (Color),True
The Naked City,1948,1949,CINEMATOGRAPHY (Black-and-White),True
Joan of Arc,1948,1949,CINEMATOGRAPHY (Color),True
Hamlet,1948,1949,COSTUME DESIGN (Black-and-White),True
Joan of Arc,1948,1949,COSTUME DESIGN (Color),True
The Treasure of the Sierra Madre,1948,1949,DIRECTING,True
The Secret Land,1948,1949,DOCUMENTARY (Feature),True
Toward Independence,1948,1949,DOCUMENTARY (Short Subject),True
The Naked City,1948,1949,FILM EDITING,True
The Red Shoes,1948,1949,MUSIC (Music Score of a Dramatic or Comedy Picture),True
Easter Parade,1948,1949,MUSIC (Scoring of a Musical Picture),True
The Paleface,1948,1949,MUSIC (Song),True
Hamlet,1948,1949,BEST MOTION PICTURE,True
The Little Orphan,1948,1949,SHORT SUBJECT (Cartoon),True
Symphony of a City,1948,1949,SHORT SUBJECT (One-reel),True
Seal Island,1948,1949,SHORT SUBJECT (Two-reel),True
The Snake Pit,1948,1949,SOUND RECORDING,True
Portrait of Jennie,1948,1949,SPECIAL EFFECTS,True
The Search,1948,1949,WRITING (Motion Picture Story),True
The Treasure of the Sierra Madre,1948,1949,WRITING (Screenplay),True
All the King's Men,1949,1950,ACTOR,True
Twelve O'Clock High,1949,1950,ACTOR IN A SUPPORTING ROLE,True
The Heiress,1949,1950,ACTRESS,True
All the King's Men,1949,1950,ACTRESS IN A SUPPORTING ROLE,True
The Heiress,1949,1950,ART DIRECTION (Black-and-White),True
Little Women,1949,1950,ART DIRECTION (Color),True
Battleground,1949,1950,CINEMATOGRAPHY (Black-and-White),True
She Wore a Yellow Ribbon,1949,1950,CINEMATOGRAPHY (Color),True
The Heiress,1949,1950,COSTUME DESIGN (Black-and-White),True
The Adventures of Don Juan,1949,1950,COSTUME DESIGN (Color),True
A Letter to Three Wives,1949,1950,DIRECTING,True
Daybreak in Udi,1949,1950,DOCUMENTARY (Feature),True
A Chance to Live,1949,1950,DOCUMENTARY (Short Subject),True
So Much for So Little,1949,1950,DOCUMENTARY (Short Subject),True
Champion,1949,1950,FILM EDITING,True
The Heiress,1949,1950,MUSIC (Music Score of a Dramatic or Comedy Picture),True
On the Town,1949,1950,MUSIC (Scoring of a Musical Picture),True
Neptune's Daughter,1949,1950,MUSIC (Song),True
All the King's Men,1949,1950,BEST MOTION PICTURE,True
For Scent-Imental Reasons,1949,1950,SHORT SUBJECT (Cartoon),True
Aquatic House-Party,1949,1950,SHORT SUBJECT (One-reel),True
Van Gogh,1949,1950,SHORT SUBJECT (Two-reel),True
Twelve O'Clock High,1949,1950,SOUND RECORDING,True
Mighty Joe Young,1949,1950,SPECIAL EFFECTS,True
The Stratton Story,1949,1950,WRITING (Motion Picture Story),True
A Letter to Three Wives,1949,1950,WRITING (Screenplay),True
Battleground,1949,1950,WRITING (Story and Screenplay),True
Cyrano de Bergerac,1950,1951,ACTOR,True
All about Eve,1950,1951,ACTOR IN A SUPPORTING ROLE,True
Born Yesterday,1950,1951,ACTRESS,True
Harvey,1950,1951,ACTRESS IN A SUPPORTING ROLE,True
Sunset Blvd.,1950,1951,ART DIRECTION (Black-and-White),True
Samson and Delilah,1950,1951,ART DIRECTION (Color),True
The Third Man,1950,1951,CINEMATOGRAPHY (Black-and-White),True
King Solomon's Mines,1950,1951,CINEMATOGRAPHY (Color),True
All about Eve,1950,1951,COSTUME DESIGN (Black-and-White),True
Samson and Delilah,1950,1951,COSTUME DESIGN (Color),True
All about Eve,1950,1951,DIRECTING,True
The Titan: Story of Michelangelo,1950,1951,DOCUMENTARY (Feature),True
Why Korea?,1950,1951,DOCUMENTARY (Short Subject),True
King Solomon's Mines,1950,1951,FILM EDITING,True
Sunset Blvd.,1950,1951,MUSIC (Music Score of a Dramatic or Comedy Picture),True
Annie Get Your Gun,1950,1951,MUSIC (Scoring of a Musical Picture),True
"Captain Carey, U.S.A.",1950,1951,MUSIC (Song),True
All about Eve,1950,1951,BEST MOTION PICTURE,True
Gerald McBoing-Boing,1950,1951,SHORT SUBJECT (Cartoon),True
Grandad of Races,1950,1951,SHORT SUBJECT (One-reel),True
In Beaver Valley,1950,1951,SHORT SUBJECT (Two-reel),True
All about Eve,1950,1951,SOUND RECORDING,True
Destination Moon,1950,1951,SPECIAL EFFECTS,True
Panic in the Streets,1950,1951,WRITING (Motion Picture Story),True
All about Eve,1950,1951,WRITING (Screenplay),True
Sunset Blvd.,1950,1951,WRITING (Story and Screenplay),True
The African Queen,1951,1952,ACTOR,True
A Streetcar Named Desire,1951,1952,ACTOR IN A SUPPORTING ROLE,True
A Streetcar Named Desire,1951,1952,ACTRESS,True
A Streetcar Named Desire,1951,1952,ACTRESS IN A SUPPORTING ROLE,True
A Streetcar Named Desire,1951,1952,ART DIRECTION (Black-and-White),True
An American in Paris,1951,1952,ART DIRECTION (Color),True
A Place in the Sun,1951,1952,CINEMATOGRAPHY (Black-and-White),True
An American in Paris,1951,1952,CINEMATOGRAPHY (Color),True
A Place in the Sun,1951,1952,COSTUME DESIGN (Black-and-White),True
An American in Paris,1951,1952,COSTUME DESIGN (Color),True
A Place in the Sun,1951,1952,DIRECTING,True
Kon-Tiki,1951,1952,DOCUMENTARY (Feature),True
Benjy,1951,1952,DOCUMENTARY (Short Subject),True
