movie_name,movie_genre,movie_side_genre
Playing with Love,Drama,
Mortal Kombat: Rebirth,Action,
Clouds,Music,
Scooby-Doo! Frankencreepy,Mystery,
Nothing but Trouble,Comedy,
Get the Grift,Comedy,
Dance of the Forty One,Drama,
Petals on the Wind,TV Movie,
Visitor Q,Comedy,
Boy Missing,Mystery,
Of Gods and Men,Drama,
The Seven Deadly Sins: Prisoners of the Sky,Action,
Assimilate,Horror,
Hulk vs. Wolverine,Animation,
Battleship Potemkin,Drama,
The Hungover Games,Comedy,
Whindersson Nunes: É de Mim Mesmo,Comedy,
Ash & Dust,Crime,
How Much Do You Love Me?,Comedy,
Air Strike,Drama,
The Turning,Horror,
The Robe,Drama,
Iron Man & Hulk: Heroes United,Action,
Marvel Studios: Assembling a Universe,TV Movie,
Cartel Land,Drama,
Obsession,Romance,
K: Missing Kings,Animation,
Kwaidan,Fantasy,
Open Season 3,Adventure,
The Personal History of David Copperfield,Comedy,
Cold Skin,Horror,
Sexology,Documentary,
Scooby-Doo! Mask of the Blue Falcon,Animation,
Pyewacket,Thriller,
Crows Zero II,Action,
The Disappointments Room,Horror,
Gnome Alone,Family,
Kiss and Cry,Romance,
Percy,Drama,
The Bride of Frankenstein,Drama,
Piranhaconda,Horror,
Blue My Mind,Fantasy,
The Ouija Exorcism,Horror,
A Matter of Loaf and Death,Animation,
The Girl Next Door 2,Romance,
Hard Boiled,Action,
Sin tetas no hay paraíso,Crime,
Marvel One-Shot: The Consultant,Adventure,
X-Cross,Action,
Antiporno,Drama,
Forsaken,Western,
Potter's Ground,Drama,
The Sand Pebbles,Adventure,
A Letter to Momo,Comedy,
A Christmas Prince,Romance,
Tapped Out,Action,
The Snitch Cartel,Drama,
Dracula's Daughter,Drama,
Phineas and Ferb: Star Wars,Animation,
Big Gold Brick,Comedy,
Stuart Little 3: Call of the Wild,Fantasy,
A Very Harold & Kumar Christmas,Comedy,
The Smurfs: A Christmas Carol,Comedy,
Scared Shrekless,Animation,
Ginger Snaps 2: Unleashed,Drama,
LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,Animation,
Hollow Point,Action,
Once Upon a Time in China,Action,
Naruto: The Cross Roads,Animation,
Cyborg X,Action,
Eyes Without a Face,Drama,
Bullet Head,Drama,
The Garden of Sinners: Future Gospel,Animation,
2022 Tsunami,Action,
Female Fight Squad,Action,
Paskal,Action,
Amazonia: The Catherine Miles Story,Adventure,
The Powerpuff Girls Movie,Animation,
Shaolin,Action,
Captain Underpants: Mega Blissmas,Animation,
The Librarian: Quest for the Spear,Adventure,
Diablo,Action,
Beautiful Teacher in Torture Hell,Horror,
A Grand Day Out,Animation,
Civil War (Or,Documentary,
 Who Do We Think We Are),Documentary,
Incoming,Action,
Frantz,History,
A Trip to the Moon,Adventure,
Crazy Safari,Action,
Iron Sky: The Coming Race,Action,
Berserk: The Golden Age Arc II - The Battle for Doldrey,Action,
Christmas Under Wraps,TV Movie,
...And Justice for All,Crime,
Sgt. Stubby: An American Hero,Animation,
So Close,Action,
Scooby-Doo! Music of the Vampire,Family,
Grace Unplugged,Drama,
The Star,Comedy,
Detective Conan: Magician of the Silver Sky,Animation,
Rabid Dogs,Action,
Dragon Ball: Fight Son Goku,Adventure,
 Win Son Goku,Adventure,
Sissi,Comedy,
The Wild Geese,Action,
Lansky,Crime,
211,Crime,
Radius,Fantasy,
A California Christmas: City Lights,Romance,
Point Blank,Action,
The Girl in the Fog,Crime,
Throw Momma From the Train,Comedy,
Love Live! The School Idol Movie,Animation,
Stitches,Horror,
Husk,Horror,
A Thousand and One Nights,Animation,
Offline: Are You Ready for the Next Level?,Action,
Ghost in the Shell: The New Movie,Science Fiction,
Made in Abyss: Dawn of the Deep Soul,Animation,
The Calm Beyond,Science Fiction,
Kidnapping Stella,Thriller,
The Darker the Lake,Crime,
Never Sleep Again: The Elm Street Legacy,Documentary,
Mulan: Rise of a Warrior,Adventure,
Tamayura: Graduation Photo Part 1 - Kizashi,Drama,
Super Monsters Furever Friends,Fantasy,
The Bouncer,Action,
Haunted Hospital: Heilstatten,Horror,
True Legend,Action,
Marvel Renaissance,Documentary,
Stuntman,Documentary,
Look Who's Back,Comedy,
Death Note Relight 2: L's Successors,TV Movie,
Time Freak,Science Fiction,
Cannibal Ferox,Adventure,
Winnie the Pooh: A Very Merry Pooh Year,Animation,
Kidnapping Mr. Heineken,Drama,
Our House,Horror,
Space Chimps 2: Zartog Strikes Back,Animation,
Partysaurus Rex,Family,
The Special,Horror,
Maya the Bee: The Honey Games,Comedy,
Scooby-Doo! Adventures: The Mystery Map,Family,
200 Pounds Beauty,Drama,
Game of Death,Drama,
My Way,Drama,
Kim Possible,Family,
The Secret of Moonacre,Adventure,
Sandy Wexler,Comedy,
Ghost in the Shell Arise - Border 4: Ghost Stands Alone,Action,
Demon Slayer,Comedy,
The Twilight Samurai,Drama,
Small Fry,Animation,
When Dinosaurs Ruled the Earth,Adventure,
Sword Master,Action,
Dark Desire,TV Movie,
National Lampoon Presents Dorm Daze,Comedy,
First Kill,Action,
The Guardian Brothers,Animation,
Into the Inferno,Documentary,
Tom and Jerry: A Nutcracker Tale,Animation,
Five Nights at Freddy's: The Fan Movie,Horror,
Cosmic Sex,Drama,
Kill Chain,Thriller,
The Beast,Horror,
Belzebuth,Horror,
Soldier Boy,War,
The Purity of Vengeance,Crime,
Journey to the West: The Demons Strike Back,Adventure,
Thoroughbred,Thriller,
Sheep & Wolves,Adventure,
Honey: Rise Up and Dance,Music,
Gasoline Alley,Thriller,
Ella Bella Bingo,Animation,
Ju-on: The Grudge 2,Horror,
Lucy and Desi,Documentary,
Ben & Jody,Action,
Operation Hyacinth,Thriller,
Invasion: Planet Earth,Action,
Critters 3,Comedy,
Hercules in New York,Comedy,
Ragnarok,Action,
Detective Conan: Crossroad in the Ancient Capital,Mystery,
Dragon Wars,Fantasy,
Breaking Surface,Thriller,
Apollo 10½:  A Space Age Childhood,Adventure,
We Die Young,Drama,
Puella Magi Madoka Magica the Movie Part I: Beginnings,Thriller,
Mickey's Twice Upon a Christmas,Animation,
Balto III: Wings of Change,Family,
The Gendarme and the Gendarmettes,Comedy,
The Pool,Thriller,
The Back-Up Plan,Comedy,
El Angel,Drama,
The Marine 2,Action,
Call of Heroes,Adventure,
Show Dogs,Adventure,
Another Gay Movie,Comedy,
Adventures of Arsène Lupin,Romance,
Mutiny on the Bounty,Adventure,
100 Things,Comedy,
Open Water 2: Adrift,Drama,
Help! I'm a Fish,Adventure,
Unstable Fables: 3 Pigs & a Baby,Family,
Almost Friends,Drama,
Glass Houses,Thriller,
The Keeper of Lost Causes,Thriller,
Around the World in Eighty Days,Adventure,
Power Rangers Super Megaforce: The Legendary Battle,Action,
Becoming,Science Fiction,
2-Headed Shark Attack,Horror,
Eraserhead,Fantasy,
Heart of Batman,Documentary,
Silenced,Drama,
Salma's Big Wish,Animation,
Navy Seals vs. Zombies,Horror,
Gabriel,Fantasy,
Beyond the Edge,Adventure,
God of War,Action,
Cardcaptor Sakura: The Sealed Card,Comedy,
The Killer,Action,
Five Children and It,Adventure,
Run the Tide,Drama,
Inside,Horror,
Cinderella and the Secret Prince,Animation,
Play or Die,Horror,
Rape Zombie: Lust of the Dead,Comedy,
The Cabinet of Dr. Caligari,Drama,
The Show,Drama,
JoJo's Bizarre Adventure: Diamond Is Unbreakable – Chapter 1,Action,
The Land Before Time IV: Journey Through the Mists,Animation,
A Royal Winter,TV Movie,
Madea's Big Happy Family,Comedy,
Blade Runner: Black Out 2022,Action,
Piglet's Big Movie,Animation,
King Kong vs. Godzilla,Action,
Porno Girls,Crime,
Forbidden Empire,Thriller,
Burn Out,Action,
The Domestics,Thriller,
The Fear of God: 25 Years of The Exorcist,Documentary,
Miss Americana,Documentary,
Your Friend the Rat,Animation,
The 100th Love with You,Romance,
Cruel Intentions 2,Drama,
Down a Dark Hall,Thriller,
Fading Gigolo,Comedy,
Men Behind the Sun,War,
The One and Only Ivan,Family,
Another Egg and Chicken Movie,Animation,
Julia's Eyes,Horror,
Monster High: 13 Wishes,Family,
Prom,Comedy,
Detective Conan: Zero the Enforcer,Animation,
A Turtle's Tale 2: Sammy's Escape from Paradise,Adventure,
Lake Placid: The Final Chapter,Horror,
Great White,Horror,
New Order,Thriller,
In the Blood,Action,
Fright Night 2: New Blood,Horror,
The Body,Thriller,
Ghost of Goodnight Lane,Horror,
Men in Hope,Comedy,
Agent Cody Banks 2: Destination London,Comedy,
Midori,Horror,
Madu Murni,Comedy,
Hard Kill,Action,
Terrified,Horror,
The Gruffalo's Child,Adventure,
Tom and Jerry: The Magic Ring,Family,
The Ambulance,Action,
Easy Sex,Comedy,
 Sad Movies,Comedy,
Nancy Drew and the Hidden Staircase,Crime,
Infinite Storm,Drama,
Piranha II: The Spawning,Horror,
Wild Things 2,Crime,
Vampires: Los Muertos,Horror,
Are You Here,Comedy,
Grappler Baki,Animation,
Dragon Tiger Gate,Action,
Daughters of Eve,Horror,
Tiempo,Drama,
Let It Snow,Romance,
Fort Apache,Western,
The Extraordinary Journey of the Fakir,Comedy,
mid90s,Drama,
Asterix and the Big Fight,Family,
Samba,Drama,
The Call Up,Adventure,
Asterix the Gaul,Family,
2001 Maniacs: Field of Screams,Comedy,
Erotic Seductions,Drama,
The Lifeguard,Drama,
RockNRolla,Action,
The Return of the King,Animation,
Crooked House,Drama,
The Marvels,Action,
Reprisal,Action,
Dracula II: Ascension,Horror,
Double Dad,Comedy,
Stargate: Continuum,Adventure,
The God Committee,Thriller,
The Current Occupant,Thriller,
Naked Ambition 3D,Comedy,
Sharknado 3: Oh Hell No!,Action,
Monolith,Drama,
No Filter,Comedy,
Astérix at the Olympic Games,Fantasy,
Phineas and Ferb: Mission Marvel,Family,
A Brighter Summer Day,Crime,
Killers Anonymous,Action,
I.T.,Crime,
Angelique,Adventure,
Blood of Redemption,Drama,
A Stork's Journey,Family,
Blindsided: The Game,Comedy,
The Con Is On,Comedy,
That Obscure Object of Desire,Comedy,
Aurora Teagarden Mysteries: Haunted By Murder,TV Movie,
Scooby-Doo! Moon Monster Madness,Adventure,
House of the Dead 2,TV Movie,
Detective Conan: The Crimson Love Letter,Action,
A Hard Day,Action,
Sofia the First: Once Upon a Princess,Animation,
Monster High: Fright On!,Family,
A Real Young Girl,Drama,
Batman Unlimited: Monster Mayhem,Action,
Ulysses,Adventure,
China Salesman,Thriller,
Powder Blue,Drama,
Fun and Fancy Free,Animation,
Escaflowne: The Movie,Animation,
Tales from the Crypt,Horror,
McLintock!,Western,
Canon (Fidelidad al límite),Drama,
The Adventurer: The Curse of the Midas Box,Fantasy,
One Wild Moment,Comedy,
Dracula III: Legacy,Horror,
My Father's Other Family,Thriller,
Devil's Due,Horror,
Family Guy Presents: Stewie Griffin: The Untold Story,Action,
Animals United,Animation,
Imitation of Life,Drama,
Cage Dive,Horror,
Thriller: A Cruel Picture,Action,
I Am Not an Easy Man,Comedy,
Hellraiser: Hellseeker,Horror,
One Piece: Strong World Episode 0,Action,
Beyond White Space,Science Fiction,
Minions: Puppy,Animation,
Havoc,Crime,
Asakusa Kid,Drama,
Funeral Parade of Roses,Drama,
A Chinese Odyssey Part Two: Cinderella,Comedy,
Batman: Return of the Caped Crusaders,Action,
One Crazy Summer: A Look Back at Gravity Falls,Documentary,
Gunfight at the O.K. Corral,Western,
Slumber,Horror,
Kindergarten Cop 2,Comedy,
I Am Bruce Lee,Documentary,
Detective Conan: The Private Eyes' Requiem,Animation,
Naruto,Animation,
 the Genie,Animation,
 and the Three Wishes,Animation,
 Believe It!,Animation,
Thank You for Your Service,Drama,
The Treasures of Crimea,Documentary,
Darc,Action,
The Deep,Mystery,
The 36th Chamber of Shaolin,Action,
1911,Adventure,
Fate/stay night: Heaven's Feel III. Spring Song,Animation,
Above Suspicion,Thriller,
The Star Wars Holiday Special,Adventure,
Cinderela Pop,Romance,
Cam Girls,Romance,
Backdraft 2,Action,
Boys,Drama,
Ranma ½,Action,
The Exorcism of Anna Ecklund,Thriller,
To Wong Foo,Comedy,
 Thanks for Everything! Julie Newmar,Comedy,
Hidden,Thriller,
One Piece: Episode of Luffy - Hand Island Adventure,Action,
Viking Blood,Action,
Monster High: Escape from Skull Shores,Animation,
An Optical Illusion - Interval,Thriller,
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,Animation,
Barabbas,Adventure,
Street Fighter II: The Animated Movie,Animation,
Earth and Blood,Action,
Mengejar Surga,Drama,
The Ledge,Thriller,
Monster High: New Ghoul at School,Family,
The Day After,TV Movie,
Gokuraku sentô: Kyonyû yumomi,Comedy,
Making The Witcher,Documentary,
Battle at Big Rock,Adventure,
Raging Fire,Action,
Animal Farm,Animation,
The Flowers of War,Drama,
Ovella,Drama,
Mutant Pumpkins from Outer Space,TV Movie,
Headhunters,Thriller,
Lake Placid 3,Horror,
The Hand that Rocks the Cradle,Drama,
Zombies: A Living History,Documentary,
In Fabric,Horror,
Killing Me Softly,Thriller,
Force of Nature,Action,
7th Floor,Drama,
When the Bough Breaks,Mystery,
Doraemon: Nobita's Dinosaur,Animation,
Spree,Horror,
Bad Boy Bubby,Crime,
Azumi,Adventure,
The Right One,Comedy,
Seven Deadly Sins: Lust,Drama,
Hellraiser: Revelations,Horror,
Homecoming: A Film by Beyoncé,Documentary,
A Shaun the Sheep Movie: Farmageddon,Comedy,
Hate by Dani Rovira,Comedy,
Novitiate,Drama,
The Wizards Return: Alex vs. Alex,Family,
La Leyenda del Diamante,Adventure,
The First King,History,
Battle of the Year,Music,
Ebola Zombies,Horror,
Mission «Sky»,Drama,
All Monsters Attack,Fantasy,
Welcome Home Roscoe Jenkins,Comedy,
Would You Rather,Thriller,
The Other Man,Drama,
Family Vacation,Comedy,
St. Trinian's,Comedy,
They Call Me Trinity,Action,
Gia,Romance,
David and Goliath,Action,
Mom's Friend 2,Romance,
The Visitors II: The Corridors of Time,Comedy,
Capture the Flag,Comedy,
Sword of Vengeance,History,
A Fairly Odd Movie: Grow Up,Family,
 Timmy Turner!,Family,
Assassin's Creed: Embers,Animation,
Anna and the Apocalypse,Horror,
Into the Sun,Action,
Overrun,Action,
Ferdinand the Bull,Animation,
Crocodile,Horror,
Antigang,Action,
The Mistress of Spices,Drama,
Mockingbird,Horror,
Chappaquiddick,History,
Charm City Kings,Drama,
The Opposite Sex,Comedy,
Umma,Horror,
The Snow Queen: Mirror Lands,Family,
Murder She Said,Comedy,
The Fearless Vampire Killers,Comedy,
The Red Thread,Drama,
I'm No Longer Here,Drama,
Ant-Man and the Wasp: Quantumania,Adventure,
 We Shrunk Ourselves,Adventure,
Crows Are White,Documentary,
Unaccompanied Minors,Comedy,
Manhattan Night,Drama,
Inconceivable,Thriller,
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Animation,
Joint Security Area,War,
Best Sellers,Comedy,
The Raffle,Drama,
Redbad,Adventure,
Archive,Science Fiction,
Resident Evil: Keeper's Diary,Horror,
A Night to Remember,Drama,
Lake Placid 2,Horror,
Shiva Baby,Comedy,
Bad Cat,Comedy,
Cold Prey,Horror,
A Fantastic Woman,Drama,
Shark Bait,Animation,
Meatballs,Comedy,
For Whom the Bell Tolls,Drama,
Jakarta,Drama,
 City of Dreamers,Drama,
Santa Buddies,Family,
Cucuy: The Boogeyman,Thriller,
Sex Pot,Comedy,
Chronicles of the Ghostly Tribe,Adventure,
Dr. Dolittle 3,Comedy,
Hulk vs. Thor,Action,
Cabin Fever 2: Spring Fever,Horror,
Raped by an Angel 4: The Rapist's Union,Thriller,
Backstabbing for Beginners,Thriller,
Expelled,Comedy,
Falling Inn Love,Romance,
Behind the Curve,Documentary,
Confessions of a Brazilian Call Girl,Drama,
Urban Legends: Bloody Mary,Horror,
Stalked by My Neighbor,Crime,
Geek Charming,Comedy,
Dragon Ball: Goku's Fire Brigade,Animation,
Drake & Josh Go Hollywood,TV Movie,
The Rocky Horror Picture Show: Let's Do the Time Warp Again,Horror,
Stranger Things,Drama,
Reign of Assassins,Drama,
The Magic Roundabout,Animation,
The Story of My Wife,Drama,
Brotherhood of Blades II: The Infernal Battlefield,Romance,
Kamikaze Girls,Comedy,
Colorful,Animation,
Ploey: You Never Fly Alone,Animation,
The Rifleman of the Voroshilov Regiment,Drama,
The Flyboys,Adventure,
Retribution,Thriller,
Banana,Animation,
Teen Spirit,Music,
Ghost Graduation,Comedy,
Spooky Buddies,Comedy,
Boa vs. Python,Horror,
Barefoot in the Park,Comedy,
Forbidden Planet,Science Fiction,
Candy Jar,Comedy,
The 7th Voyage of Sinbad,Action,
Rurouni Kenshin: Requiem for the Ishin Patriots,Animation,
Futurama: Bender's Game,Animation,
Sunset Boulevard,Drama,
Viral,Drama,
Keep Watching,Thriller,
After the Dark,Drama,
David Attenborough: A Life on Our Planet,Documentary,
Compartment No. 6,Drama,
Flower and Snake 4: White Uniform Rope Slave,Thriller,
Christmas Inheritance,Romance,
Poison Ivy: The New Seduction,Thriller,
Urotsukidōji: Legend of the Overfiend,Animation,
The Ipcress File,Thriller,
Under the Stars of Paris,Drama,
Fathers and Daughters,Drama,
Deadpool and Korg React,Comedy,
Initial D,Action,
iCarly: iGo to Japan,Comedy,
14 Blades,Drama,
In Dubious Battle,Drama,
Billy & Mandy's Big Boogey Adventure,Adventure,
The Duel,Western,
Offseason,Horror,
Detective Conan: Quarter of Silence,Animation,
Crows Zero,Action,
Antrum,Horror,
A Perfect Ending,Drama,
The Countess,Drama,
The Farm,Horror,
The 16th Episode,Horror,
Office Love: Behind Closed Doors,Romance,
A Change of Seasons,Drama,
Transformers: Prime Beast Hunters: Predacons Rising,Action,
Taylor Swift: Reputation Stadium Tour,Music,
The Warlords,Action,
The Reckoning,Horror,
Rifkin's Festival,Romance,
Spontaneous,Comedy,
The Thief of Bagdad,Action,
Interview with a Hitman,Action,
Avicii: True Stories,Music,
The Main Event,Family,
Secretly,Action,
 Greatly,Action,
Detective Dee: The Four Heavenly Kings,Mystery,
Dou kyu sei – Classmates,Romance,
Shark Night 3D,Thriller,
Spinning Man,Mystery,
Problem Child 3: Junior in Love,Comedy,
The Fall of the Roman Empire,Drama,
The Little Prince(ss),Family,
May God Save Us,Thriller,
Sex School: Dorms of Desire,Comedy,
Romeo & Juliet,Drama,
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy,
Hey Arnold! The Movie,Animation,
Mardock Scramble: The Second Combustion,Animation,
The Visitors,Fantasy,
Kicks,Drama,
Lucky Trouble,Romance,
6 Days,Action,
Heroes: Silence and Rock & Roll,Documentary,
Bring the Soul: The Movie,Music,
Lizzie,Crime,
Words Bubble Up Like Soda Pop,Animation,
Martin Eden,Romance,
Our Little Sister,Drama,
Persona 3 the Movie: #1 Spring of Birth,Animation,
The Thousand Faces of Dunjia,Adventure,
La civil,Drama,
Pawn Shop Chronicles,Action,
November Criminals,Crime,
Sex Game 6969,Comedy,
Emerald Green,Fantasy,
Ghost Shark,Horror,
The Cutting Edge: Going for the Gold,Comedy,
Bosomy Mom,Drama,
The Last Dragonslayer,Adventure,
An American Tail: The Treasure of Manhattan Island,Family,
Miss Viborg,Drama,
Dead Space: Downfall,Animation,
Death Note: Light Up the New World,Fantasy,
El Gringo,Adventure,
A Bittersweet Life,Action,
A Nice Girl Like You,Comedy,
Cave,Adventure,
The Night Porter,War,
The Fury,Horror,
The Killers,Crime,
Kakurenbo: Hide & Seek,Animation,
Paris Can Wait,Romance,
02:22,Drama,
Royal Space Force - The Wings Of Honneamise,Animation,
Nana,Romance,
Convergence: Courage in a Crisis,Documentary,
Earthquake Bird,Drama,
Commitment,Drama,
6 Souls,Horror,
Old Yeller,Adventure,
Shiny_Flakes: The Teenage Drug Lord,Documentary,
Katy Perry: Part of Me,Documentary,
One Week Friends,Romance,
Superintelligence,Comedy,
Mythica: A Quest for Heroes,Action,
Gabriel's Rapture: Part One,Romance,
 the Bad,Action,
 the Weird,Action,
Stolen by Their Father,Drama,
Valhalla,Adventure,
Cadet Kelly,Family,
Mercy,Thriller,
Miami Supercops,Action,
4/20 Massacre,Horror,
Nicky Larson and the Cupid's Perfume,Adventure,
Rabid,Horror,
Up and Away,Animation,
An Affair to Die For,Thriller,
Lady Chatterley's Lover,Drama,
The Phantom of the Opera at the Royal Albert Hall,Music,
The After Party,Comedy,
The Cheetah Girls,Family,
Let the Bullets Fly,Action,
La Dolce Vita,Comedy,
Lords of Scam,Documentary,
The Last Man,Science Fiction,
Freeheld,Romance,
From the Land of the Moon,Drama,
Luxor,Romance,
Hellbender,Horror,
Hachi-ko,Drama,
Alligator,Horror,
Crash Pad,Comedy,
Like Mike 2: Streetball,Comedy,
Piranha Sharks,Horror,
Hurricane,War,
Ages of Love,Romance,
Yu Pui Tsuen III,Drama,
Tidal Wave,Action,
Two by Two: Overboard!,Animation,
Miracles,Crime,
Grace of Monaco,Romance,
GirlHouse,Horror,
LEGO DC Comics Super Heroes: Justice League: Cosmic Clash,Action,
Breaking News in Yuba County,Comedy,
A Company Man,Drama,
Sexual Predator,Drama,
Vampyros Lesbos,Horror,
Herbie Goes to Monte Carlo,Romance,
A Hero,Drama,
Ammonite,Romance,
The Mad Adventures of Rabbi Jacob,Comedy,
Fate/Grand Order: First Order,Action,
Scooby-Doo and the Ghoul School,Animation,
Furious,Fantasy,
Sex: A Relationship and Not Marriage,Romance,
Student Services,Drama,
Naruto Bersyukur,Drama,
Once Upon a Time in Serbia,Comedy,
Jessabelle,Thriller,
Malibu Rescue,Action,
The Taming of the Scoundrel,Comedy,
Fellini Satyricon,Drama,
Goyo: En Letra de Otro,Music,
12 Rounds 2: Reloaded,Action,
14 and Under,Comedy,
The Taking of Deborah Logan,Horror,
Snow Buddies,Family,
LEGO Jurassic World: The Secret Exhibit,Family,
Come Away,Fantasy,
StreetDance 3D,Music,
Manual of Love 2,Romance,
Baggio: The Divine Ponytail,Drama,
Angel of Mine,Drama,
Hell Baby,Comedy,
My Babysitter's a Vampire,Adventure,
Embrace of the Serpent,Drama,
The Flintstones & WWE: Stone Age SmackDown!,Animation,
My Lucky Stars,Action,
R.A.I.D. Special Unit,Action,
My Name Is Nobody,Comedy,
Tower Block,Thriller,
Tell It to the Bees,Romance,
Identifying Features,Drama,
Amen.,Drama,
And Soon the Darkness,Horror,
Sobibor,War,
Monster Island,Animation,
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Comedy,
Phantom Halo,Thriller,
The Land Before Time XI: Invasion of the Tinysauruses,Animation,
LEGO Jurassic World: The Indominus Escape,Family,
Jiro Dreams of Sushi,Documentary,
Ms .45,Crime,
Crayon Shin-chan: Unkokusai's Ambition,Animation,
Tom and Jerry: The Lost Dragon,Family,
Cantinflas,Drama,
The Search for Santa Paws,Family,
The Human Condition II: Road to Eternity,War,
Marvel Knights: Eternals,Animation,
The Hunter's Prayer,Action,
The Absent One,Thriller,
Nine Lives,Fantasy,
All American Bikini Car Wash,Comedy,
The Wasteland,Drama,
Above the Shadows,Fantasy,
Futurama: Into the Wild Green Yonder,Animation,
Little Bitches,Comedy,
El padrino: The Latin Godfather,Action,
 13th District,Drama,
Ronal the Barbarian,Animation,
Made in Dagenham,Comedy,
The Limehouse Golem,Horror,
Operation Petticoat,Action,
ASSEMBLED: The Making of Hawkeye,Documentary,
Un Chien Andalou,Fantasy,
Joy Ride 3,Thriller,
Van Helsing: The London Assignment,Action,
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,Comedy,
Franco Escamilla: Por La Anécdota,Comedy,
Lovestruck: The Musical,Comedy,
The Last Word,Comedy,
Omen III: The Final Conflict,Horror,
Dr. Jekyll and Mr. Hyde,Horror,
Hellboy Animated: Blood and Iron,TV Movie,
Mimic 2,Horror,
The Miracle Maker,Animation,
Day of the Mummy,Adventure,
My Partner 2.0,Comedy,
The Book of Love,Drama,
The Curse of Sleeping Beauty,Fantasy,
Jo Pil-ho: The Dawning Rage,Action,
Girl in the Box,Drama,
Ugetsu,Fantasy,
The Beatles: Eight Days a Week - The Touring Years,Documentary,
Blancanieves,Drama,
Project A: Part II,Action,
Like a Cat on a Highway,Family,
The Sun Is Also a Star,Romance,
White Fang 2: Myth of the White Wolf,Adventure,
My Sex Doll,Comedy,
Gambit,Comedy,
El Padrecito,Comedy,
Holidays,Comedy,
Sissi: The Fateful Years of an Empress,Romance,
Cookies,Romance,
The Sucker,Comedy,
Appleseed: Ex Machina,Animation,
Marvel Rising: Secret Warriors,Family,
Premature,Comedy,
Cleaner,Crime,
A Family Man,Drama,
Purpose of Reunion 3,Drama,
Class,Comedy,
Five Nights at Freddy's: The Fan Film,Animation,
Found,Documentary,
Land,Drama,
Malevolent,Horror,
Woman in the Dunes,Drama,
City of Life and Death,Drama,
The Twins Effect,Action,
Heroic Losers,Comedy,
Apollo 11,Documentary,
The Driver,Action,
The Banana Splits Movie,Comedy,
Scooby-Doo! and the Gourmet Ghost,Animation,
Poseidon Rex,Action,
Crime Story,Action,
Untold: Malice at the Palace,Documentary,
Night of the Demon,Fantasy,
Blackfish,Documentary,
The Marine 4: Moving Target,Action,
The Night Eats the World,Drama,
Dance Flick,Action,
Zombie Shark,Horror,
Big Legend,Horror,
Then Came You,Comedy,
Marmalade Boy,Animation,
Evening,Drama,
Good Omens: Lockdown,Comedy,
Emanuelle and the Last Cannibals,Adventure,
 Je T'Aime,Drama,
Patient Zero,Horror,
Scream Queen Hot Tub Party,Horror,
DeadTectives,Comedy,
Macross Plus: Movie Edition,Action,
My Salinger Year,Drama,
Folklore: The Long Pond Studio Sessions,Music,
Digimon Adventure tri. Part 1: Reunion,Animation,
The Sleeping Dictionary,Drama,
The Librarian: The Curse of the Judas Chalice,Fantasy,
The Apostle Peter: Redemption,Drama,
Time Lapse,Thriller,
Fatal Affair,Thriller,
Giant Little Ones,Drama,
Kim Possible: So the Drama,Animation,
Asterix Conquers America,Family,
Female War: A Nasty Deal,Drama,
Brother 2,Action,
Utøya: July 22,History,
The Invisible Boy,Comedy,
The Chinese Widow,Drama,
Proximity,Science Fiction,
Jagame Thandhiram,Crime,
Anastasia: Once Upon a Time,Family,
Her Blue Sky,Animation,
Get Married If You Can,Comedy,
A Common Man,Action,
Lupin the Third vs. Detective Conan,Action,
Bombshell: The Hedy Lamarr Story,Documentary,
A Go! Go! Cory Carson Christmas,Animation,
A Better Tomorrow II,Action,
The Skin of the Wolf,Romance,
The Miracle Season,Drama,
A Night of Horror: Nightmare Radio,Horror,
3-Headed Shark Attack,Science Fiction,
Ranma ½: The Movie 2 — The Battle of Togenkyo: Rescue the Brides!,Action,
The Influence,Horror,
Space Buddies,Comedy,
Fan-Fan the Tulip,Adventure,
Detective Conan: The Time Bombed Skyscraper,Adventure,
Date A Live: Mayuri Judgment,Animation,
Monsters: Dark Continent,Thriller,
Legacy of Lies,Thriller,
The Swan Princess: The Mystery of the Enchanted Kingdom,Family,
Destruction: Los Angeles,Action,
Plus One,Romance,
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,Comedy,
Color of Love,Drama,
Alvin and the Chipmunks Meet Frankenstein,Animation,
Citizen Toxie: The Toxic Avenger IV,Comedy,
Sink or Swim,Drama,
Mom and Dad,Thriller,
Poison Ivy 2: Lily,Drama,
Christmas with a View,Romance,
I Am Woman,Music,
Family Guy Presents: It's a Trap!,Animation,
Forbidden Quest,Romance,
Queen of Katwe,Drama,
Capricorn One,Drama,
Top Cat Begins,Comedy,
If I Were a Boy,Comedy,
Hot Summer Nights,Drama,
Occupation,Action,
Swiss Family Robinson,Adventure,
The Cabbage Soup,Comedy,
Women in Fury,Action,
LEGO Scooby-Doo! Blowout Beach Bash,Animation,
A Fortunate Man,Drama,
Be Somebody,Drama,
3 from Hell,Horror,
What Doesn't Kill You,Action,
