movie_name,movie_genre,movie_side_genre
Wicked Minds,Mystery,
Bruised,Drama,
Clean Sex,Comedy,
Barbie and the Magic of Pegasus 3-D,Animation,
1000 Miles From Christmas,Comedy,
Samson,Action,
Space Pirate Captain Harlock,Animation,
Green Lantern: Emerald Knights,Action,
Latte and the Magic Waterstone,Animation,
Sword Art Online the Movie -Progressive- Aria of a Starless Night,Animation,
Sex Doll,Drama,
Sounds Like Love,Comedy,
Re:ZERO -Starting Life in Another World- Memory Snow,Animation,
So Undercover,Action,
Lev Yashin. The Dream Goalkeeper,Drama,
Along with the Gods: The Two Worlds,Drama,
The Human Centipede 2 (Full Sequence),Drama,
Tinker Bell and the Great Fairy Rescue,Animation,
Hot Girls Wanted,Documentary,
Cadaver,Drama,
Out of Death,Crime,
 Party and Lies,Comedy,
Black as Night,Horror,
PAW Patrol: Mighty Pups,Adventure,
The Osiris Child,Science Fiction,
My Extraordinary Summer With Tess,Drama,
Parasyte: Part 2,Science Fiction,
Mortal Kombat Legends: Scorpion's Revenge,Animation,
Superman/Batman: Apocalypse,Science Fiction,
The Amityville Harvest,Horror,
The Mortuary Collection,Fantasy,
Paranormal Activity: Tokyo Night,Horror,
Naruto: Legend of the Stone of Gelel,Animation,
Justice League: War,Animation,
Wrong Turn 6: Last Resort,Horror,
Ben 10 Alien Swarm,Adventure,
The Monkey King,Action,
Scooby-Doo! and the Reluctant Werewolf,Animation,
Halo Legends,Animation,
Dragonheart: Vengeance,Fantasy,
Kakegurui: The Movie,Drama,
Ice Age: The Great Egg-Scapade,Adventure,
Salò,War,
 or the 120 Days of Sodom,War,
Barbie Mariposa,Animation,
The Last Warrior: A Messenger of Darkness,Fantasy,
Transformers: Rise of the Beasts,Action,
GoodFellas,Drama,
Monsters vs Aliens,Animation,
6 Bullets,Thriller,
Barbie and the Three Musketeers,Animation,
Parasyte: Part 1,Science Fiction,
The House of Flowers: The Movie,Drama,
Dragon Ball Z: Gather Together! Goku's World,Action,
Neon Genesis Evangelion: The End of Evangelion,Drama,
I Spit on Your Grave III: Vengeance is Mine,Horror,
My Son,Crime,
Ghosts of War,Horror,
Digimon Adventure: Last Evolution Kizuna,Animation,
Born to Race: Fast Track,Action,
12 Hour Shift,Thriller,
Toy Story That Time Forgot,Animation,
Justice League: Gods and Monsters,Action,
All About Sex,Comedy,
Psycho Goreman,Science Fiction,
Guardians,Action,
Tangled Ever After,Animation,
Resident Evil: Damnation,Animation,
Operation Y and Other Shurik's Adventures,Comedy,
Hunter x Hunter: The Last Mission,Adventure,
BIA: An Upside Down World,Comedy,
Intersect,Horror,
Death Race: Beyond Anarchy,Action,
Modest Heroes,Animation,
Dog Years,Romance,
Suicide Squad: Hell to Pay,Science Fiction,
Underdogs,Animation,
Overdrive,Thriller,
Barbie and the Diamond Castle,Animation,
A Tale of Two Sisters,Drama,
Flavors of Youth,Animation,
Cranston Academy: Monster Zone,Adventure,
The Garden of Words,Animation,
Leprechaun: Back 2 tha Hood,Horror,
The Boy Who Killed My Parents,Crime,
Pleasure,Drama,
The Legend of Siren XXX,Horror,
Goodbye World,Drama,
The Good Doctor,Drama,
The Son of Bigfoot,Family,
50 Greatest Harry Potter Moments,Documentary,
 God,Comedy,
 Yes,Comedy,
War of the Arrows,Drama,
Steven Universe: The Movie,Animation,
Promare,Animation,
Naruto: The Lost Story - Mission: Protect the Waterfall Village!,Animation,
The Case for Christ,Drama,
3-D Sex and Zen: Extreme Ecstasy,Drama,
On Your Wedding Day,Romance,
Castle Freak,Horror,
Woodlawn,Drama,
Halo: Nightfall,Science Fiction,
Three Steps Over Heaven,Drama,
Saint Seiya: Warriors of the Final Holy Battle,Action,
One Piece 3D: Straw Hat Chase,Animation,
Beethoven's Big Break,Comedy,
Tinker Bell and the Lost Treasure,Animation,
League of Gods,Action,
Homunculus,Drama,
Beasts Clawing at Straws,Mystery,
Jason Goes to Hell: The Final Friday,Horror,
The Girl Who Killed Her Parents,Crime,
The Hidden Face,Thriller,
The Tit and the Moon,Drama,
Beyond the Boundary: I'll Be Here – Past,Animation,
The Wolf and the Lion,Adventure,
American Pie Presents: Band Camp,Comedy,
Emperor,Drama,
Playhouse,Horror,
 Shame & Tears,Comedy,
Lilo & Stitch 2: Stitch Has a Glitch,Animation,
Young Mother 5,Drama,
Maggie Simpson in The Force Awakens from Its Nap,Family,
Fate/stay night: Heaven's Feel I. Presage Flower,Action,
Xtreme,Action,
Innocent Witness,Drama,
Open 24 Hours,Horror,
Pocahontas II: Journey to a New World,Family,
S.W.A.T.: Under Siege,Action,
It Boy,Comedy,
Jesus,Drama,
Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,Animation,
Carnaval,Comedy,
The Scorpion King 3: Battle for Redemption,Action,
Olaf's Frozen Adventure,Animation,
Ghost Lab,Drama,
A Naija Christmas,Comedy,
Better Days,Drama,
Porco Rosso,Family,
Doraemon: Nobita and the Windmasters,Animation,
Sekaiichi Hatsukoi Movie,Animation,
Bungo Stray Dogs: Dead Apple,Animation,
Barbie: A Fairy Secret,Animation,
Death of Me,Horror,
Last Summer,Romance,
Aloha Scooby-Doo!,Mystery,
One Punch Man: Road to Hero,Action,
Barbie as the Island Princess,Animation,
Bermuda Tentacles,Science Fiction,
Barb & Star Go to Vista Del Mar,Comedy,
Father Christmas Is Back,Comedy,
The Worst Person in the World,Comedy,
Killer Bean Forever,Action,
Sexo salvaje,Romance,
Saint Seiya: Evil Goddess Eris,Action,
Happier Than Ever: A Love Letter to Los Angeles,Music,
Blue Lagoon: The Awakening,Drama,
Life As We Know It,Comedy,
Checkered Ninja,Animation,
Justice League: Throne of Atlantis,Science Fiction,
Friendzone,Romance,
La leyenda de la Llorona,Family,
We Are the Nobles,Comedy,
Bayala: A Magical Adventure,Adventure,
Animal Crackers,Comedy,
Ferry,Action,
The Legend of La Llorona,Horror,
Titanic II,Action,
The Grandmother,Horror,
Independence Daysaster,Action,
Kizumonogatari Part 2: Nekketsu,Animation,
The Marine 3: Homefront,Action,
The Guide to the Perfect Family,Comedy,
14 Peaks: Nothing Is Impossible,Documentary,
Evangelion: 2.0 You Can (Not) Advance,Animation,
Leprechaun 3,Comedy,
Batman: Bad Blood,Science Fiction,
Oxygen,Science Fiction,
Saint Seiya: Legend of Crimson Youth,Action,
Afterlife of the Party,Fantasy,
Skin Trade,Thriller,
The Boss Baby: Get That Baby!,Comedy,
Leatherface: The Texas Chainsaw Massacre III,Horror,
The Outlaws,Crime,
Superman/Batman: Public Enemies,Science Fiction,
Barbie Fairytopia: Magic of the Rainbow,Animation,
Sky Sharks,Horror,
Finding You,Romance,
Barbie: The Princess & The Popstar,Family,
Sugar Daddy,Drama,
Bambi II,Animation,
Batman Beyond: Return of the Joker,Animation,
Invasion,Science Fiction,
A House on the Bayou,Horror,
Friday the 13th: The Final Chapter,Horror,
The Return of Jafar,Family,
Lego DC Batman: Family Matters,Animation,
High School,Comedy,
Superfast!,Comedy,
The Ash Lad: In the Hall of the Mountain King,Adventure,
Fever Dream,Thriller,
 Chunibyo & Other Delusions! Rikka Version,Comedy,
Yes Day,Comedy,
Spell,Thriller,
The Owners,Thriller,
The Irregular at Magic High School: The Girl Who Summons the Stars,Science Fiction,
Son of God,Drama,
The Last King,Action,
Godzilla: The Planet Eater,Animation,
The Contractor,Action,
Toys of Terror,Horror,
Assault on Wall Street,Drama,
A Werewolf Boy,Romance,
The Secret of the Magic Gourd,Drama,
LEGO Hidden Side: Night of the Harbinger,Animation,
Phantom of the Kill: Zero's Rebellion,Action,
461 Days of Bento: A Promise Between Father and Son,Drama,
Aladdin and the King of Thieves,Adventure,
Sweetheart,Horror,
The Return of the Texas Chainsaw Massacre,Horror,
Don't Kill It,Fantasy,
Scooby-Doo! Curse of the Lake Monster,Mystery,
A Nightmare on Elm Street Part 2: Freddy's Revenge,Horror,
The Most Beautiful Boy in the World,Documentary,
The Sadness,Thriller,
The Unfamiliar,Thriller,
Ice Age: A Mammoth Christmas,Animation,
5 Centimeters per Second,Animation,
Inuyashiki,Action,
I Give My First Love to You,Drama,
In This Corner of the World,Drama,
Daytime Shooting Star,Romance,
Mine,Thriller,
 Strange Love,Drama,
Bleach the Movie: Hell Verse,Action,
Odnoklassniki.ru: The Magic Laptop,Comedy,
Brahms: The Boy II,Horror,
Teen Titans: The Judas Contract,Science Fiction,
Codename: Kids Next Door - Operation Z.E.R.O.,Animation,
Iron Mask,Adventure,
A Serbian Film,Crime,
Kimetsu no Yaiba Orchestra Concert,Music,
Bayonetta: Bloody Fate,Animation,
Hostel: Part III,Horror,
The Dude in Me,Fantasy,
Books of Blood,Horror,
What Lies Below,Horror,
A Week Away,Drama,
Semen Demon,Horror,
Piranha,Horror,
The Virginity Hit,Comedy,
The Protector 2,Action,
Tinker Bell,Animation,
Batman: Assault on Arkham,Thriller,
I Believe,Family,
Danny Boy,Drama,
Batman and Harley Quinn,Adventure,
Anoko no Toriko,Romance,
The Black Phone,Horror,
JJ+E,Romance,
Aquaman: Heroines of Atlantis,Documentary,
Garo: Divine Flame,Action,
The Boy from Medellín,Documentary,
The Moment You Fall in Love,Drama,
[REC],Horror,
Doraemon: New Nobita's Great Demon – Peko and the Exploration Party of Five,Family,
A Monster in Paris,Adventure,
Tokyo Ghoul 'S',Action,
Impossible Things,Family,
Kill Command,Action,
Below Her Mouth,Drama,
A Cinderella Story: If the Shoe Fits,Comedy,
Everly,Thriller,
I Am a Hero,Action,
Home Alone 4,Comedy,
The Binding,Horror,
Haunting of the Mary Celeste,Horror,
Lassie Come Home,Adventure,
Avengers Grimm,Action,
Los perros,Drama,
Baby on Board,Comedy,
Pixie Hollow Games,Animation,
Sniper: Ultimate Kill,Action,
Trinity Seven: Eternity Library & Alchemic Girl,Animation,
Bleeding Steel,Action,
A World For Julius,Drama,
Tremors: A Cold Day in Hell,Action,
Resident Evil: Vendetta,Animation,
Curse of Chucky,Horror,
 Chunibyo & Other Delusions! Take On Me,Animation,
Seven Minutes,Comedy,
Tamako Love Story,Romance,
Little Big Mouth,Comedy,
The Three Deaths of Marisela Escobedo,Documentary,
Berserk: The Golden Age Arc III - The Advent,Action,
The Heist of the Century,Comedy,
Jack Black: Spider-Man,Comedy,
Let There Be Light,Drama,
Inazuma Eleven: The Movie,Fantasy,
Blue Bayou,Drama,
Batman: Gotham by Gaslight,Thriller,
Friday the 13th Part VII: The New Blood,Horror,
Walking with Dinosaurs,Animation,
Security,Thriller,
Lego DC Comics Super Heroes: The Flash,Adventure,
Game of Thrones: The Last Watch,Documentary,
Return of the Jedi,Adventure,
Happily,Comedy,
Lady Bloodfight,Action,
Constantine: City of Demons - The Movie,Fantasy,
Puss in Boots: The Three Diablos,Adventure,
The Kill Team,War,
Passing,Drama,
TEKKEN: Kazuya's Revenge,Action,
A Gruta,Horror,
Teen Titans Go! To the Movies,Animation,
Sand Castle,War,
Bram Stoker's Dracula,Romance,
Dr. Strange,TV Movie,
Lamb,Drama,
Stonehearst Asylum,Thriller,
Robinson Crusoe,Animation,
USS Indianapolis: Men of Courage,Action,
Batman Unmasked: The Psychology of the Dark Knight,Documentary,
The Big Trip,Animation,
Die goldene Banane von Bad Porno,Comedy,
The Last Letter From Your Lover,Drama,
The Cover,Comedy,
Scars,Drama,
Interview with the Vampire,Horror,
Batman vs. Teenage Mutant Ninja Turtles,Animation,
Run and Gun,Action,
The Hunchback of Notre Dame II,Animation,
Wizards of Waverly Place: The Movie,Family,
The Girl on the Mountain,Thriller,
Green Lantern: First Flight,Action,
Run Hide Fight,Action,
Ben 10: Race Against Time,Action,
The Haunting of Margam Castle,Horror,
Bāhubali 2: The Conclusion,Action,
Be Careful What You Wish For,Horror,
Dogwashers,Comedy,
Mazinger Z: Infinity,Action,
Never Back Down 2: The Beatdown,Drama,
Saint Seiya: The Heated Battle of the Gods,Action,
Mainstream,Comedy,
Last Days in the Desert,Adventure,
A Question of Faith,Drama,
Look Away,Horror,
The Escort,Drama,
Welcome to the Jungle,Comedy,
Max Steel,Action,
Dragon Ball Z Side Story: Plan to Eradicate the Saiyans,Action,
Locked Down,Comedy,
Cosmic Scrat-tastrophe,Science Fiction,
X-Men: The Mutant Watch,Documentary,
The Cat Returns,Adventure,
Dragon Ball: Plan to Eradicate the Super Saiyans,Action,
Gifted Hands: The Ben Carson Story,Drama,
Madly Madagascar,Animation,
Burn,Thriller,
Big Fish & Begonia,Animation,
Love Don't Co$t a Thing,Comedy,
Heks,Horror,
Mojin: The Lost Legend,Action,
South Park: Post COVID: The Return of COVID,Animation,
Originless,Thriller,
Monster Family,Animation,
Don't Kill Me,Horror,
Reaching Distance,Drama,
The Last Full Measure,War,
Police Story 3: Super Cop,Action,
Z-O-M-B-I-E-S,Comedy,
Kingdom: Ashin of the North,Drama,
I've Always Liked You,Animation,
Last Looks,Action,
One Piece: Curse of the Sacred Sword,Animation,
Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,Animation,
HK: Forbidden Super Hero,Action,
Nothing to Lose - Part 2,Drama,
Bulbbul,Horror,
Schumacher,Documentary,
The Scorpion King: Book of Souls,Action,
Museum,Drama,
Tarzan II,Adventure,
Love Lesson,Romance,
Mercenaries,Action,
All My Life,Romance,
A-X-L,Science Fiction,
After Porn Ends,Documentary,
Mowgli: Legend of the Jungle,Adventure,
My Little Pony: Equestria Girls - Rainbow Rocks,Family,
Lady and the Tramp II: Scamp's Adventure,Family,
Spider-Man 2: Making the Amazing,Action,
Crazy Romance,Romance,
You Get Me,Thriller,
App,Thriller,
Sherlock: The Abominable Bride,Crime,
Jackass Presents: Bad Grandpa,Comedy,
Blame!,Action,
Justice League: The New Frontier,Action,
[REC]²,Thriller,
Monster Hunt,Comedy,
College,Comedy,
Scooby-Doo! Camp Scare,Animation,
Private Valentine: Blonde & Dangerous,Comedy,
A Perfect Fit,Romance,
Blue Spring Ride,Romance,
Blood Money,Drama,
Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,Animation,
Curve,Horror,
Sweat,Drama,
Planet Hulk,Science Fiction,
Operation Mekong,Action,
Teen Beach Movie,Family,
Huevos: Little Rooster's Egg-Cellent Adventure,Animation,
The Simpsons 20th Anniversary Special - In 3D! On Ice!,Documentary,
Till Death,Horror,
Big Driver,Crime,
Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi,Animation,
Cheeky,Comedy,
Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,Family,
Shark Beach With Chris Hemsworth,Documentary,
The Last Warrior,Fantasy,
Dante's Inferno: An Animated Epic,Action,
The Father Who Moves Mountains,Drama,
You Should Have Left,Horror,
Along with the Gods: The Last 49 Days,Drama,
Operation Chromite,History,
Singularity,Science Fiction,
Terrifier,Horror,
Barbie in the Pink Shoes,Animation,
Emmanuelle,Drama,
Army of One,Action,
Wonder Woman: Bloodlines,Science Fiction,
Scooby-Doo! and the Cyber Chase,Animation,
Dragon Ball: The Path to Power,Animation,
Believe Me: The Abduction of Lisa McVey,Drama,
Guardians of the Galaxy Vol. 3,Action,
Warning,Science Fiction,
Samson and Delilah,Drama,
American Pie: Revealed,Documentary,
The Animatrix,Animation,
Battle Angel,Animation,
Taylor Tomlinson: Look at You,Comedy,
Magical Girl Lyrical Nanoha: Detonation,Action,
High School Musical,Comedy,
Atlantis: Milo's Return,Fantasy,
Killing Jesus,Drama,
Wolf Girl and Black Prince,Romance,
The Comeback Trail,Comedy,
One Piece: Adventure of Nebulandia,Action,
Hard Target 2,Action,
Dragonheart: Battle for the Heartfire,Fantasy,
Superman: Man of Tomorrow,Animation,
Bare Sex,Romance,
Scooby-Doo! in Where's My Mummy?,Mystery,
Justice League: Crisis on Two Earths,Action,
Dragon Ball: Curse of the Blood Rubies,Action,
Vehicle 19,Thriller,
Angela's Christmas Wish,Animation,
Sadako vs. Kayako,Horror,
Barbie: Spy Squad,Action,
Kickboxer: Retaliation,Action,
Fantastic Planet,Animation,
Fractured,Thriller,
The World to Come,Romance,
Ama,Drama,
One Piece: Baron Omatsuri and the Secret Island,Action,
Scooby-Doo! The Mystery Begins,Mystery,
Age of Tomorrow,Thriller,
Mobile Suit Gundam Narrative,Animation,
L: change the WorLd,Fantasy,
One Piece: Episode of Chopper Plus: Bloom in the Winter,Action,
 Miracle Cherry Blossom,Action,
Batman: Year One,Action,
Hoodwinked Too! Hood VS. Evil,Comedy,
The Lost Prince,Fantasy,
Freaks Out,Adventure,
Viking,History,
Wishmaster 2: Evil Never Dies,Fantasy,
Caught by a Wave,Drama,
Doraemon: Nobita and the Kingdom of Clouds,Animation,
The Descent: Part 2,Adventure,
Regular Show: The Movie,Animation,
Megalodon Rising,Action,
Jeepers Creepers: Reborn,Horror,
A Writer's Odyssey,Drama,
Evangelion: 3.0 You Can (Not) Redo,Animation,
Drunken Master,Action,
CHiPS,Action,
Camp Cool Kids,Family,
Joseph,Drama,
The Last Mark,Action,
Barbie Presents: Thumbelina,Animation,
The Lego Star Wars Holiday Special,Animation,
Fucking Different XXX,Drama,
Momentum,Action,
Jurassic World: Dominion - Prologue,Science Fiction,
The Man with the Iron Fists 2,Action,
Bring It On: Worldwide #Cheersmack,Comedy,
Talk Sex,Romance,
The Legend of the Nahuala,Animation,
Witching & Bitching,Comedy,
Silent Hill: Revelation 3D,Thriller,
2067,Science Fiction,
The Black Devil and the White Prince,Comedy,
Leprechaun Returns,Horror,
The Debt Collector,Action,
Barbie Mariposa & the Fairy Princess,Animation,
Ben 10: Secret of the Omnitrix,Animation,
X-Rated: The Greatest Adult Movies of All Time,Documentary,
Superman/Shazam!: The Return of Black Adam,Animation,
Row 19,Horror,
General Cemetery,Horror,
Wildflower,Thriller,
Dancing Queens,Comedy,
Harmonie,Animation,
Do You Believe?,Fantasy,
Mars Needs Moms,Adventure,
Avatar: Creating the World of Pandora,Documentary,
Justin Bieber: Our World,Music,
Jackass: The Movie,Comedy,
Throne of Elves,Fantasy,
District 13: Ultimatum,Action,
Reaptown,Horror,
Pokémon: The Rise of Darkrai,Family,
The 100 Candles Game,Horror,
Camp Rock 2: The Final Jam,Comedy,
Acts of Vengeance,Thriller,
New Initial D the Movie - Legend 3: Dream,Action,
The Land Before Time: The Great Valley Adventure,Animation,
Dear Rider: The Jake Burton Story,Documentary,
Prison Break: The Final Break,Action,
A Movie of Eggs,Animation,
The Diary of Anne Frank,Drama,
Trolls Holiday,Adventure,
Pokémon 3: The Movie - Spell of the Unown,Adventure,
All Saints,Drama,
Immortal Demon Slayer,Fantasy,
Azor,Drama,
Tremors 5: Bloodlines,Action,
Rage,Action,
The Book of Esther,Drama,
Death Note: The Last Name,Fantasy,
The Girl Who Leapt Through Time,Fantasy,
The Secret Lives of College Freshmen,TV Movie,
Cannibal Holocaust,Horror,
Water and Fire,Drama,
The Voyeur,Drama,
No Man of God,Crime,
Fist of Fury,Drama,
Kronk's New Groove,Animation,
Kinsenas,Thriller,
 Katapusan,Thriller,
Barbie & Her Sisters in the Great Puppy Adventure,Family,
Spy Kids: All the Time in the World,Family,
Resident Evil: Degeneration,Animation,
The Lie,Drama,
Doraemon: Nobita and the Winged Braves,Family,
Beauty and the Beast: The Enchanted Christmas,Animation,
Peach Girl,Romance,
One Piece: Dead End Adventure,Action,
Discarnate,Horror,
Anaconda 3: Offspring,Action,
Next Avengers: Heroes of Tomorrow,Animation,
Scooby-Doo! WrestleMania Mystery,Animation,
Asura,Animation,
A Princess for Christmas,Comedy,
No eres tú,Drama,
 soy yo,Drama,
Souvenir,Drama,
In Our Prime,Drama,
Mickey,Adventure,
 Donald,Adventure,
 Goofy: The Three Musketeers,Adventure,
Siberia,Crime,
Lego Scooby-Doo!: Haunted Hollywood,Animation,
Boo 2! A Madea Halloween,Horror,
Alien Outpost,Thriller,
Gantz,Horror,
Skiptrace,Action,
Barbie: The Pearl Princess,Family,
Nightride,Thriller,
Boruto: Jump Festa Special,Animation,
The Bible: In the Beginning...,Drama,
Redeeming Love,Drama,
Are We Done Yet?,Family,
Mixtape,Comedy,
Kite,Drama,
Bleach the Movie: Memories of Nobody,Fantasy,
The Miracle of Marcelino,Drama,
Rurouni Kenshin Part III: The Legend Ends,Action,
Jingle Jangle: A Christmas Journey,Family,
Teen Titans Go! vs. Teen Titans,Action,
Ao Oni The Animation,Horror,
Yellowstone,Documentary,
Breakout,Action,
30 Days of Night: Dark Days,Horror,
Return of the Tooth Fairy,Horror,
Precious Cargo,Action,
I'm in Love with a Church Girl,Drama,
Monstruosamente Solo,Comedy,
Who Am I?,Adventure,
Deep Blue Sea 2,Action,
Birds of Paradise,Drama,
Scooby-Doo! Shaggy's Showdown,Animation,
One Piece Film: Strong World,Animation,
Primal: Tales of Savagery,Action,
Iron Man & Captain America: Heroes United,Adventure,
I Am Mortal,Science Fiction,
A Good Man,Action,
The Smurfs: The Legend of Smurfy Hollow,Comedy,
Hidden Leaf Village Grand Sports Festival!,Action,
The Porno Killers,Crime,
Instructions Not Included,Comedy,
Prayers for the Stolen,Drama,
Young Mother 3,Romance,
Doraemon: Nobita and the Tin Labyrinth,Adventure,
Sunny Side Battle!,Action,
As the Gods Will,Thriller,
A Delicious Flight,Romance,
After Porn Ends 3,Documentary,
Pokémon: Arceus and the Jewel of Life,Family,
AEW Revolution,Action,
Silk Road,Crime,
Justice League Dark,Science Fiction,
They Live Inside Us,Horror,
Zombie Night,Horror,
The Man with the Iron Heart,War,
Fate/stay night: Unlimited Blade Works,Action,
Curiosa,Drama,
Rendel,Fantasy,
The Hurricane Heist,Action,
Species: The Awakening,Horror,
The Adventures of Ichabod and Mr. Toad,Horror,
Goodbye Summer,Romance,
The Final,Thriller,
Halo: Landfall,Action,
Curious George: Cape Ahoy,Animation,
The Wishmas Tree,Animation,
[REC]⁴ Apocalypse,Thriller,
Ben 10: Destroy All Aliens,Animation,
Shrek the Halls,Adventure,
Dragon Ball: Sleeping Princess in Devil's Castle,Action,
Ticking Clock,Action,
Children of the Living Dead,Horror,
The Social Dilemma,Documentary,
Doom: Annihilation,Action,
Mean Girls 2,Comedy,
Apostasy,Drama,
Sex Weather,Romance,
Saludos Amigos,Animation,
Until Forever,Drama,
New Police Story,Action,
Sharpay's Fabulous Adventure,Family,
A Cinderella Story: Starstruck,Romance,
Stuck Together,Comedy,
Prisoners of the Ghostland,Action,
Primal,Action,
Nosferatu,Fantasy,
Marmaduke,Family,
Lead Me Home,Documentary,
Adventures of Aladdin,Adventure,
Another,Horror,
Kaguya-sama: Love Is War,Comedy,
V.I.P.,Crime,
I Still Believe,Music,
Martyrs,Horror,
Inuyasha the Movie 3: Swords of an Honorable Ruler,Animation,
Leroy & Stitch,Animation,
Bingo Hell,Thriller,
Night Hunter,Drama,
I Am Dragon,Fantasy,
King of Thorn,Fantasy,
Vico C: The Life Of A Philosopher,Drama,
Pokémon: The Movie 2000,Adventure,
Who Am I,Thriller,
#Alive,Action,
ariana grande: excuse me,Music,
 i love you,Music,
Yara,Crime,
88,Thriller,
Detective Conan: Private Eye in the Distant Sea,Action,
Messi,Documentary,
Creepshow 3,Horror,
The Barbie Diaries,Family,
Sadako,Horror,
Solitary Man,Comedy,
Z-O-M-B-I-E-S 2,Music,
Malnazidos,Comedy,
Bleach the Movie: The DiamondDust Rebellion,Action,
Closest Love to Heaven,Romance,
Ultimate Avengers: The Movie,Action,
Scooby-Doo on Zombie Island,Animation,
Flight 7500,Thriller,
Honey 2,Music,
Sextuplets,Comedy,
Neon Genesis Evangelion: Death and Rebirth,Drama,
Kung-Fu Zohra,Drama,
Stranded,Drama,
Loving Pablo,Crime,
Pokémon the Movie: Black - Victini and Reshiram,Animation,
Brain on Fire,Drama,
Kizumonogatari Part 1: Tekketsu,Animation,
Leprechaun 4: In Space,Comedy,
Gurren Lagann the Movie: The Lights in the Sky Are Stars,Action,
I Don't Know How She Does It,Romance,
Despicable Me 4,Animation,
Heaven's Lost Property Final – The Movie: Eternally My Master,Animation,
In the Realm of the Senses,Drama,
Come True,Science Fiction,
Jaws: The Revenge,Adventure,
Shinjuku Incident,Drama,
Creed III,Drama,
Jism,Thriller,
Thunderstruck,Comedy,
Kung Fu Yoga,Comedy,
Rurouni Kenshin Part II: Kyoto Inferno,Action,
Alien Xmas,Animation,
The Human Centipede 3 (Final Sequence),Horror,
Newness,Romance,
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,Action,
La Luna,Drama,
Level Sixteen,Science Fiction,
Penguin Bloom,Drama,
More Than Miyagi: The Pat Morita Story,Documentary,
LEGO Marvel Super Heroes: Avengers Reassembled!,Family,
La Cantera,Drama,
Open Season: Scared Silly,Animation,
Dragon Ball: Mystical Adventure,Action,
Porn Star Zombies,Comedy,
[REC]³ Genesis,Horror,
The Death of Superman,Science Fiction,
Cats & Dogs: The Revenge of Kitty Galore,Comedy,
Snake in the Eagle's Shadow,Action,
A Model Kidnapping,Thriller,
Wolfwalkers,Animation,
Scooby-Doo! and the Monster of Mexico,Animation,
Sorry If I Call You Love,Drama,
Pokémon: Giratina and the Sky Warrior,Family,
Doraemon: Nobita and the Galaxy Super-express,Animation,
At the End of the Tunnel,Crime,
Trouble,Animation,
Something the Lord Made,TV Movie,
Shottas,Action,
Patema Inverted,Animation,
Children Who Chase Lost Voices,Animation,
Bad Luck Banging or Loony Porn,Comedy,
Adventures of a Mathematician,Drama,
The Starling,Drama,
Don't Air Your Dirty Laundry In Public,Drama,
Hunter x Hunter: Phantom Rouge,Animation,
The Marine 5: Battleground,Action,
Chapo: El Escape Del Siglo,Thriller,
Northmen: A Viking Saga,Adventure,
My Sassy Girl,Drama,
Alanis,Drama,
Arthur and the Revenge of Maltazard,Adventure,
The Pirates,Action,
Leprechaun in the Hood,Horror,
Legend of the BoneKnapper Dragon,Animation,
Traffik,Horror,
Jackass 3.5,Comedy,
The Curse of Buckout Road,Horror,
Diego Maradona,Documentary,
Status Update,Comedy,
Bankrolled,Comedy,
Psycho-Pass: The Movie,Animation,
Alien Outbreak,Science Fiction,
Robot Overlords,Science Fiction,
The Maid,Romance,
Dragons: Gift of the Night Fury,Animation,
Starship Troopers: Invasion,Animation,
Exorcist II: The Heretic,Horror,
Possessed,Animation,
47 Hours to Live,Thriller,
Single Mother by Choice,Comedy,
DodgeBall: A True Underdog Story,Comedy,
A Christmas Together With You,TV Movie,
The Second Coming of Christ,Action,
A Choice of Weapons: Inspired by Gordon Parks,Documentary,
Detetive Madeinusa,Comedy,
Sometimes They Come Back,Horror,
Dragons: Rescue Riders: Secrets of the Songwing,Family,
Scooby-Doo! Pirates Ahoy!,Fantasy,
Ajin: Demi-Human,Action,
The War with Grandpa,Comedy,
Young Mother,Comedy,
Accident Man,Action,
Stand by Me Doraemon 2,Animation,
One Piece: The Movie,Action,
Tini: The New Life of Violetta,Comedy,
Twitches Too,Drama,
The Grudge 3,Mystery,
Shazam! Fury of the Gods,Comedy,
Hotel Transylvania: Puppy!,Family,
Kill 'em All,Action,
Fullmetal Alchemist the Movie: Conqueror of Shamballa,Action,
Barbie in Rock 'N Royals,Animation,
Death Note Relight 1: Visions of a God,TV Movie,
Petite maman,Drama,
Barbie in 'A Christmas Carol',Animation,
Polaroid,Horror,
Get the Goat,Action,
Batman: Gotham Knight,Science Fiction,
Lamp Life,Animation,
Area 51,Horror,
Another Round,Comedy,
A Woman With No Filter,Comedy,
Scooby-Doo! and the Witch's Ghost,Animation,
Avatar: Scene Deconstruction,Documentary,
Detective Conan: Sunflowers of Inferno,Crime,
Hacker,Crime,
Scooby-Doo! and Kiss: Rock and Roll Mystery,Family,
Blood Moon,Fantasy,
Peligro en tu mirada,Drama,
No Tears for the Dead,Action,
Life After Beth,Romance,
Sexo Animal,Drama,
Barbie Video Game Hero,Animation,
One Piece: Clockwork Island Adventure,Action,
Do You Do You Saint-Tropez,Comedy,
