movie_name,movie_date,director
Where the Heart Is,1970,Matt Williams
But I'm a Cheerleader,1970,Jamie Babbit
The Legend of Bagger Vance,1970,Robert Redford
"Mystery, Alaska",1970,Jay Roach
You've Got Mail,1970,Nora Ephron
Blast from the Past,1970,Hugh Wilson
The Shipping News,1970,Lasse Hallström
City of Angels,1970,Brad Silberling
Sliding Doors,1970,Peter Howitt
Primary Colors,1970,Mike Nichols
Romeo + Juliet,1970,Baz Luhrmann
Marvin's Room,1970,Jerry Zaks
While You Were Sleeping,1970,Jon Turteltaub
A Walk in the Clouds,1970,Alfonso Arau
Now and Then,1970,Lesli Linka Glatter
Empire Records,1970,Allan Moyle
Don Juan DeMarco,1970,Jeremy Leven
The Man Without a Face,1970,Mel Gibson
Singles,1970,Cameron Crowe
The Hand That Rocks the Cradle,1970,Curtis Hanson
Cronos,1970,Guillermo del Toro
Regarding Henry,1970,Mike Nichols
L.A. Story,1970,Mick Jackson
Frankie and Johnny,1970,Garry Marshall
Mermaids,1970,Richard Benjamin
Can't Buy Me Love,1970,Steve Rash
Pretty in Pink,1970,Howard Deutch
Cocoon,1970,Ron Howard
THX 1138,1970,George Lucas
The Green Knight,1970,David Lowery
Happiest Season,1970,Clea DuVall
I'm Thinking of Ending Things,1970,Charlie Kaufman
Glass,1970,M. Night Shyamalan
Disobedience,1970,Sebastián Lelio
Ingrid Goes West,1970,Matt Spicer
Midnight Sun,1970,Scott Speer
Fatherhood,1970,Paul Weitz
Café Society,1970,Woody Allen
Max,1970,Boaz Yakin
"Men, Women & Children",1970,Jason Reitman
Wish I Was Here,1970,Zach Braff
Burnt,1970,John Wells
Nymphomaniac: Vol. II,1970,Lars von Trier
Bad Words,1970,Jason Bateman
Promised Land,1970,Gus Van Sant
The Best of Me,1970,Michael Hoffman
The Immigrant,1970,James Gray
Anna Karenina,1970,Joe Wright
Arbitrage,1970,Nicholas Jarecki
Like Crazy,1970,Drake Doremus
Safe Haven,1970,Lasse Hallström
The Odd Life of Timothy Green,1970,Peter Hedges
Celeste & Jesse Forever,1970,Lee Toland Krieger
This Is Where I Leave You,1970,Shawn Levy
The Beaver,1970,Jodie Foster
Malcolm & Marie,1970,Sam Levinson
Last Vegas,1970,Jon Turteltaub
Titane,1970,Julia Ducournau
Nick and Norah's Infinite Playlist,1970,Peter Sollett
My Blueberry Nights,1970,Kar-Wai Wong
Chaos Theory,1970,Marcos Siega
Take the Lead,1970,Liz Friedlander
Dreamgirls,1970,Bill Condon
A Lot Like Love,1970,Nigel Cole
The Weather Man,1970,Gore Verbinski
The Lovely Bones,1970,Peter Jackson
May,1970,Lucky McKee
The Rules of Attraction,1970,Roger Avary
My Big Fat Greek Wedding,1970,Joel Zwick
The Beach,1970,Danny Boyle
For Love of the Game,1970,Sam Raimi
The Parent Trap,1970,Nancy Meyers
A Civil Action,1970,Steven Zaillian
Gummo,1970,Harmony Korine
Emma,1970,Douglas McGrath
"To Wong Foo Thanks for Everything, Julie Newmar",1970,Beeban Kidron
French Kiss,1970,Lawrence Kasdan
Reality Bites,1970,Ben Stiller
Heavyweights,1970,Steven Brill
The Mosquito Coast,1970,Peter Weir
Footloose,1970,Herbert Ross
Mr. Mom,1970,Stan Dragoti
The Hunger,1970,Tony Scott
Annie,1970,John Huston
Victory,1970,John Huston
The Man Who Fell to Earth,1970,Nicolas Roeg
Silent Running,1970,Douglas Trumbull
Torn Curtain,1970,Alfred Hitchcock
Da 5 Bloods,1970,Spike Lee
Last Christmas,1970,Paul Feig
His House,1970,Remi Weekes
It Chapter Two,1970,Andy Muschietti
Oxygène,1970,Alexandre Aja
Late Night,1970,Nisha Ganatra
Dumplin',1970,Anne Fletcher
All the Bright Places,1970,Brett Haley
The Choice,1970,Ross Katz
Gerald's Game,1970,Mike Flanagan
Sleeping with Other People,1970,Leslye Headland
Magic in the Moonlight,1970,Woody Allen
The Second Best Exotic Marigold Hotel,1970,John Madden
Mowgli,1970,Andy Serkis
Barefoot,1970,Andrew Fleming
Don Jon,1970,Joseph Gordon-Levitt
Upstream Color,1970,Shane Carruth
Entourage,1970,Doug Ellin
The Art of Getting By,1970,Gavin Wiesen
Take This Waltz,1970,Sarah Polley
"Jeff, Who Lives at Home",1970,Directors:Jay Duplass
"Jeff, Who Lives at Home",1970,Mark Duplass
Byzantium,1970,Neil Jordan
Bridget Jones's Baby,1970,Sharon Maguire
Last Night,1970,Massy Tadjedin
Due Date,1970,Todd Phillips
It's Complicated,1970,Nancy Meyers
Hereafter,1970,Clint Eastwood
Morning Glory,1970,Roger Michell
Dog,1970,Directors:Reid Carolin
Dog,1970,Channing Tatum
Life as We Know It,1970,Greg Berlanti
Letters to Juliet,1970,Gary Winick
Antichrist,1970,Lars von Trier
Youth in Revolt,1970,Miguel Arteta
The Sisterhood of the Traveling Pants,1970,Ken Kwapis
Casanova,1970,Lasse Hallström
In Her Shoes,1970,Curtis Hanson
In Good Company,1970,Paul Weitz
Mona Lisa Smile,1970,Mike Newell
Changing Lanes,1970,Roger Michell
Varsity Blues,1970,Brian Robbins
Instinct,1970,Jon Turteltaub
One Fine Day,1970,Michael Hoffman
The Santa Clause,1970,John Pasquin
Nell,1970,Michael Apted
Miracle on 34th Street,1970,Les Mayfield
The Mighty Ducks,1970,Stephen Herek
Flatliners,1970,Joel Schumacher
Atrangi Re,1970,Aanand L. Rai
On the Rocks,1970,Sofia Coppola
Ghost Stories,1970,Directors:Jeremy Dyson
Ghost Stories,1970,Andy Nyman
The Ottoman Lieutenant,1970,Joseph Ruben
The Space Between Us,1970,Peter Chelsom
Cake,1970,Daniel Barnz
Il racconto dei racconti - Tale of Tales,1970,Matteo Garrone
Love & Friendship,1970,Whit Stillman
Black Sea,1970,Kevin Macdonald
The Mountain Between Us,1970,Hany Abu-Assad
A Bigger Splash,1970,Luca Guadagnino
Laggies,1970,Lynn Shelton
Thanks for Sharing,1970,Stuart Blumberg
Step Up Revolution,1970,Scott Speer
Grudge Match,1970,Peter Segal
Our Idiot Brother,1970,Jesse Peretz
The Woman in Black,1970,James Watkins
Everything Must Go,1970,Dan Rush
Monsters,1970,Gareth Edwards
Stake Land,1970,Jim Mickle
Charlie St. Cloud,1970,Burr Steers
The Company You Keep,1970,Robert Redford
The Joneses,1970,Derrick Borte
Burlesque,1970,Steve Antin
Choke,1970,Clark Gregg
He's Just Not That Into You,1970,Ken Kwapis
The Experiment,1970,Paul T. Scheuring
17 Again,1970,Burr Steers
The Giver,1970,Phillip Noyce
The Last Kiss,1970,Tony Goldwyn
In the Land of Women,1970,Jonathan Kasdan
Click,1970,Frank Coraci
Melinda and Melinda,1970,Woody Allen
Spanglish,1970,James L. Brooks
Shortbus,1970,John Cameron Mitchell
Beyond Borders,1970,Martin Campbell
The Good Girl,1970,Miguel Arteta
Hard Ball,1970,Brian Robbins
Keeping the Faith,1970,Edward Norton
Along Came a Spider,1970,Lee Tamahori
Rules of Engagement,1970,William Friedkin
Big Daddy,1970,Dennis Dugan
Tin Cup,1970,Ron Shelton
Phenomenon,1970,Jon Turteltaub
Crash,1970,David Cronenberg
The Craft,1970,Andrew Fleming
It Could Happen to You,1970,Andrew Bergman
The Good Son,1970,Joseph Ruben
Single White Female,1970,Barbet Schroeder
Lord of the Flies,1970,Harry Hook
Always,1970,Steven Spielberg
Peggy Sue Got Married,1970,Francis Ford Coppola
The Great Gatsby,1970,Jack Clayton
Dýrið,1970,Valdimar Jóhannsson
Prospect,1970,Directors:Christopher Caldwell
Prospect,1970,Zeek Earl
The Beguiled,1970,Sofia Coppola
"Everything, Everything",1970,Stella Meghie
Cargo,1970,Directors:Ben Howling
Cargo,1970,Yolanda Ramke
Delivery Man,1970,Ken Scott
Third Person,1970,Paul Haggis
Hours,1970,Eric Heisserer
Young Adult,1970,Jason Reitman
Hope Springs,1970,David Frankel
Somewhere,1970,Sofia Coppola
Upside Down,1970,Juan Solanas
Cyrus,1970,Directors:Jay Duplass
Cyrus,1970,Mark Duplass
Funny People,1970,Judd Apatow
You Will Meet a Tall Dark Stranger,1970,Woody Allen
To All the Boys: Always and Forever,1970,Michael Fimognari
"Angus, Thongs and Perfect Snogging",1970,Gurinder Chadha
Take Me Home Tonight,1970,Michael Dowse
No Reservations,1970,Scott Hicks
A Long Way Down,1970,Pascal Chaumeil
Stick It,1970,Jessica Bendinger
Tideland,1970,Terry Gilliam
Elizabethtown,1970,Cameron Crowe
The Family Stone,1970,Thomas Bezucha
Barbershop,1970,Tim Story
Hart's War,1970,Gregory Hoblit
Rock Star,1970,Stephen Herek
Celebrity,1970,Woody Allen
My Best Friend's Wedding,1970,P.J. Hogan
Sabrina,1970,Sydney Pollack
Frankenstein,1970,Kenneth Branagh
Forever Young,1970,Steve Miner
Doc Hollywood,1970,Michael Caton-Jones
Mystic Pizza,1970,Donald Petrie
St. Elmo's Fire,1970,Joel Schumacher
The Perfection,1970,Richard Shepard
Wonder Wheel,1970,Woody Allen
The Discovery,1970,Charlie McDowell
Colossal,1970,Nacho Vigalondo
Krampus,1970,Michael Dougherty
Girls Trip,1970,Malcolm D. Lee
Before I Wake,1970,Mike Flanagan
Trainwreck,1970,Judd Apatow
The Shack,1970,Stuart Hazeldine
Blockers,1970,Kay Cannon
Palo Alto,1970,Gia Coppola
Endless Love,1970,Shana Feste
Maps to the Stars,1970,David Cronenberg
Adoration,1970,Anne Fontaine
American Mary,1970,Directors:Jen Soska
American Mary,1970,Sylvia Soska
This Is 40,1970,Judd Apatow
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",1970,Miguel Arteta
A Little Bit of Heaven,1970,Nicole Kassell
Jug Jugg Jeeyo,1970,Raj Mehta
Frozen,1970,Adam Green
Diary of a Wimpy Kid,1970,Thor Freudenthal
The Five-Year Engagement,1970,Nicholas Stoller
Don't Worry Darling,1970,Olivia Wilde
Wall Street: Money Never Sleeps,1970,Oliver Stone
Step Up 2: The Streets,1970,Jon M. Chu
The Sisterhood of the Traveling Pants 2,1970,Sanaa Hamri
Sydney White,1970,Joe Nussbaum
"New York, I Love You",1970,Directors:Fatih Akin
"New York, I Love You",1970,Yvan Attal
"New York, I Love You",1970,Randall Balsmeyer
"New York, I Love You",1970,Allen Hughes
"New York, I Love You",1970,Shunji Iwai
"New York, I Love You",1970,Wen Jiang
"New York, I Love You",1970,Shekhar Kapur
"New York, I Love You",1970,Joshua Marston
"New York, I Love You",1970,Mira Nair
"New York, I Love You",1970,Natalie Portman
"New York, I Love You",1970,Brett Ratner
The Nanny Diaries,1970,Directors:Shari Springer Berman
The Nanny Diaries,1970,Robert Pulcini
Man of the Year,1970,Barry Levinson
Prime,1970,Ben Younger
Alfie,1970,Charles Shyer
Shall We Dance?,1970,Peter Chelsom
Fever Pitch,1970,Directors:Bobby Farrelly
Fever Pitch,1970,Peter Farrelly
The Human Stain,1970,Robert Benton
Jersey Girl,1970,Kevin Smith
Orange County,1970,Jake Kasdan
Save the Last Dance,1970,Thomas Carter
Message in a Bottle,1970,Luis Mandoki
Practical Magic,1970,Griffin Dunne
Fear,1970,James Foley
Wolf,1970,Mike Nichols
Sleeping with the Enemy,1970,Joseph Ruben
Flashdance,1970,Adrian Lyne
Book Club,1970,Bill Holderman
I Kill Giants,1970,Anders Walter
We Are Your Friends,1970,Max Joseph
A Hologram for the King,1970,Tom Tykwer
Drinking Buddies,1970,Joe Swanberg
Dear White People,1970,Justin Simien
Magic Mike,1970,Steven Soderbergh
She's Funny That Way,1970,Peter Bogdanovich
Friends with Kids,1970,Jennifer Westfeldt
10 Years,1970,Jamie Linden
Larry Crowne,1970,Tom Hanks
Beautiful Creatures,1970,Richard LaGravenese
Men,1970,Alex Garland
Coriolanus,1970,Ralph Fiennes
Greenberg,1970,Noah Baumbach
Step Up 3D,1970,Jon M. Chu
Wild Child,1970,Nick Moore
The Switch,1970,Directors:Josh Gordon
The Switch,1970,Will Speck
Bug,1970,William Friedkin
The Rum Diary,1970,Bruce Robinson
The Final Cut,1970,Omar Naim
Uptown Girls,1970,Boaz Yakin
S1m0ne,1970,Andrew Niccol
The Tailor of Panama,1970,John Boorman
28 Days,1970,Betty Thomas
Edtv,1970,Ron Howard
Fools Rush In,1970,Andy Tennant
The Cable Guy,1970,Ben Stiller
Disclosure,1970,Barry Levinson
D2: The Mighty Ducks,1970,Sam Weisman
3 Men and a Baby,1970,Leonard Nimoy
To All the Boys: P.S. I Still Love You,1970,Michael Fimognari
The Princess Switch,1970,Mike Rohl
Destination Wedding,1970,Victor Levin
War Machine,1970,David Michôd
Love,1970,Gaspar Noé
Equals,1970,Drake Doremus
Z for Zachariah,1970,Craig Zobel
The Last Song,1970,Julie Anne Robinson
How to Be Single,1970,Christian Ditter
Jayeshbhai Jordaar,1970,Divyang Thakkar
Nights in Rodanthe,1970,George C. Wolfe
Nim's Island,1970,Directors:Jennifer Flackett
Nim's Island,1970,Mark Levin
Ice Princess,1970,Tim Fywell
Leatherheads,1970,George Clooney
Raising Helen,1970,Garry Marshall
On the Road,1970,Walter Salles
Bridget Jones: The Edge of Reason,1970,Beeban Kidron
Shallow Hal,1970,Directors:Bobby Farrelly
Shallow Hal,1970,Peter Farrelly
Never Been Kissed,1970,Raja Gosnell
Pushing Tin,1970,Mike Newell
Hope Floats,1970,Forest Whitaker
The Indian in the Cupboard,1970,Frank Oz
Indecent Proposal,1970,Adrian Lyne
Free Willy,1970,Simon Wincer
Step Up All In,1970,Trish Sie
Into the Woods,1970,Rob Marshall
Victor Frankenstein,1970,Paul McGuigan
Rock of Ages,1970,Adam Shankman
Gehraiyaan,1970,Shakun Batra
The Prom,1970,Ryan Murphy
Georgia Rule,1970,Garry Marshall
Catch and Release,1970,Susannah Grant
Dirty Dancing: Havana Nights,1970,Guy Ferland
Drumline,1970,Charles Stone III
Joe Dirt,1970,Dennie Gordon
Captain Corelli's Mandolin,1970,John Madden
Drop Dead Fred,1970,Ate de Jong
Cocktail,1970,Roger Donaldson
Nine 1/2 Weeks,1970,Adrian Lyne
Home Again,1970,Hallie Meyers-Shyer
The Cobbler,1970,Tom McCarthy
Sierra Burgess Is a Loser,1970,Ian Samuels
Second Act,1970,Peter Segal
Carrie,1970,Kimberly Peirce
The Guilt Trip,1970,Anne Fletcher
To the Wonder,1970,Terrence Malick
The Divide,1970,Xavier Gens
Table 19,1970,Jeffrey Blitz
Downsizing,1970,Alexander Payne
Spread,1970,David Mackenzie
Footloose,1970,Craig Brewer
Nine,1970,Rob Marshall
The Wolfman,1970,Joe Johnston
A Thousand Words,1970,Brian Robbins
Something Borrowed,1970,Luke Greenfield
Goal II: Living the Dream,1970,Jaume Collet-Serra
The Break-Up,1970,Peyton Reed
Friends with Money,1970,Nicole Holofcener
Open Water,1970,Chris Kentis
What a Girl Wants,1970,Dennie Gordon
Ken Park,1970,Directors:Larry Clark
Ken Park,1970,Edward Lachman
Babe: Pig in the City,1970,George Miller
54,1970,Mark Christopher
Jack,1970,Francis Ford Coppola
The Blue Lagoon,1970,Randal Kleiser
Salò o le 120 giornate di Sodoma,1970,Pier Paolo Pasolini
Child's Play,1970,Lars Klevberg
Aftermath,1970,Elliott Lester
Admission,1970,Paul Weitz
What to Expect When You're Expecting,1970,Kirk Jones
Persuasion,1970,Carrie Cracknell
Death at a Funeral,1970,Neil LaBute
Sex and the City,1970,Michael Patrick King
Four Christmases,1970,Seth Gordon
Blue Crush,1970,John Stockwell
Friday After Next,1970,Marcus Raboy
Coyote Ugly,1970,David McNally
Michael,1970,Nora Ephron
Beethoven,1970,Brian Levant
Short Circuit 2,1970,Kenneth Johnson
The Marksman,1970,Robert Lorenz
Mother's Day,1970,Garry Marshall
47 Meters Down,1970,Johannes Roberts
Magic Mike XXL,1970,Gregory Jacobs
Knight of Cups,1970,Terrence Malick
The Big Wedding,1970,Justin Zackham
Maggie,1970,Henry Hobson
Mirror Mirror,1970,Tarsem Singh
Paranoia,1970,Robert Luketic
The Midnight Sky,1970,George Clooney
Love Happens,1970,Brandon Camp
What Just Happened,1970,Barry Levinson
Autumn in New York,1970,Joan Chen
Boomerang,1970,Reginald Hudlin
The Bonfire of the Vanities,1970,Brian De Palma
The Twilight Saga: Breaking Dawn - Part 2,1970,Bill Condon
House at the End of the Street,1970,Mark Tonderai
Beastly,1970,Daniel Barnz
The Day the Earth Stood Still,1970,Scott Derrickson
High-Rise,1970,Ben Wheatley
Rumor Has It...,1970,Rob Reiner
Dreamcatcher,1970,Lawrence Kasdan
Replicas,1970,Jeffrey Nachmanoff
Unfinished Business,1970,Ken Scott
Stone,1970,John Curran
How Do You Know,1970,James L. Brooks
Aloha,1970,Cameron Crowe
Laal Singh Chaddha,1970,Advait Chandan
Stomp the Yard,1970,Sylvain White
Jack Frost,1970,Troy Miller
The Astronaut's Wife,1970,Rand Ravich
3 Men and a Little Lady,1970,Emile Ardolino
Radhe Shyam,1970,K.K. Radhakrishna Kumar
The Silence,1970,John R. Leonetti
The Circle,1970,James Ponsoldt
After,1970,Jenny Gage
Annie,1970,Will Gluck
The Dilemma,1970,Ron Howard
Twilight,1970,Catherine Hardwicke
Honey,1970,Bille Woodruff
Maid in Manhattan,1970,Wayne Wang
Rocky V,1970,John G. Avildsen
Zero,1970,Aanand L. Rai
Alvin and the Chipmunks,1970,Tim Hill
Queen of the Damned,1970,Michael Rymer
Spawn,1970,Mark A.Z. Dippé
Pinocchio,1970,Robert Zemeckis
Toys,1970,Barry Levinson
47 Meters Down: Uncaged,1970,Johannes Roberts
Dilwale,1970,Rohit Shetty
The Twilight Saga: Eclipse,1970,David Slade
Obsessed,1970,Steve Shill
After We Collided,1970,Roger Kumble
The Happening,1970,M. Night Shyamalan
Showgirls,1970,Paul Verhoeven
Sliver,1970,Phillip Noyce
The NeverEnding Story II: The Next Chapter,1970,George Miller
Knock Knock,1970,Eli Roth
The Twilight Saga: Breaking Dawn - Part 1,1970,Bill Condon
Did You Hear About the Morgans?,1970,Marc Lawrence
High School Musical 3: Senior Year,1970,Kenny Ortega
Shamshera,1970,Karan Malhotra
The Woman in Black 2: Angel of Death,1970,Tom Harper
Godsend,1970,Directors:Frank M. Calo
Godsend,1970,Nick Hamm
Bharat,1970,Ali Abbas Zafar
IO,1970,Jonathan Helpert
Bodyguard,1970,Siddique
In the Land of Blood and Honey,1970,Angelina Jolie
The Twilight Saga: New Moon,1970,Chris Weitz
The Marine,1970,John Bonito
God's Not Dead,1970,Harold Cronk
Driven,1970,Renny Harlin
Fifty Shades Freed,1970,James Foley
Fifty Shades Darker,1970,James Foley
Sex and the City 2,1970,Michael Patrick King
Hannah Montana: The Movie,1970,Peter Chelsom
The Butterfly Effect 2,1970,John R. Leonetti
The Next Karate Kid,1970,Christopher Cain
LOL,1970,Lisa Azuelos
Fifty Shades of Grey,1970,Sam Taylor-Johnson
You Got Served,1970,Chris Stokes
Krym,1970,Aleksey Pimanov
The Room,1970,Tommy Wiseau
Mignonnes,1970,Maïmouna Doucouré
Spy Kids 4: All the Time in the World,1970,Robert Rodriguez
Crossroads,1970,Tamra Davis
365 dni,1970,Directors:Barbara Bialowas
365 dni,1970,Tomasz Mandes
Liger,1970,Puri Jagannadh
Cats,1970,Tom Hooper
Gunday,1970,Ali Abbas Zafar
Smolensk,1970,Antoni Krauze
Sadak 2,1970,Mahesh Bhatt
Le fabuleux destin d'Amélie Poulain,1970,Jean-Pierre Jeunet
Singin' in the Rain,1970,Directors:Stanley Donen
Monty Python and the Holy Grail,1970,Directors:Terry Gilliam
The Circus,1970,Charles Chaplin
G.O.R.A.,1970,Ömer Faruk Sorak
Annie Hall,1970,Woody Allen
Young Frankenstein,1970,Mel Brooks
Roman Holiday,1970,William Wyler
Shaun of the Dead,1970,Edgar Wright
This Is Spinal Tap,1970,Rob Reiner
A Christmas Story,1970,Bob Clark
The Philadelphia Story,1970,George Cukor
Paddington 2,1970,Paul King
Vicky Donor,1970,Shoojit Sircar
Back to the Future Part II,1970,Robert Zemeckis
Ferris Bueller's Day Off,1970,John Hughes
Le charme discret de la bourgeoisie,1970,Luis Buñuel
Mary Poppins,1970,Robert Stevenson
To Have and Have Not,1970,Howard Hawks
Bringing Up Baby,1970,Howard Hawks
A Night at the Opera,1970,Directors:Sam Wood
A Night at the Opera,1970,Edmund Goulding
Duck Soup,1970,Leo McCarey
Midnight in Paris,1970,Woody Allen
The Hangover,1970,Todd Phillips
Office Space,1970,Mike Judge
Clerks,1970,Kevin Smith
Home Alone,1970,Chris Columbus
Evil Dead II,1970,Sam Raimi
The Purple Rose of Cairo,1970,Woody Allen
The Goonies,1970,Richard Donner
Zelig,1970,Woody Allen
Airplane!,1970,Directors:Jim Abrahams
Airplane!,1970,David Zucker
Airplane!,1970,Jerry Zucker
Love and Death,1970,Woody Allen
What We Do in the Shadows,1970,Directors:Jemaine Clement
What We Do in the Shadows,1970,Taika Waititi
Superbad,1970,Greg Mottola
Le dîner de cons,1970,Francis Veber
Dazed and Confused,1970,Richard Linklater
The Muppet Movie,1970,James Frawley
"Play It Again, Sam",1970,Herbert Ross
Kelly's Heroes,1970,Brian G. Hutton
The Odd Couple,1970,Gene Saks
Stree,1970,Amar Kaushik
Tucker and Dale vs Evil,1970,Eli Craig
"The Adventures of Priscilla, Queen of the Desert",1970,Stephan Elliott
Braindead,1970,Peter Jackson
National Lampoon's Christmas Vacation,1970,Jeremiah S. Chechik
Beetle Juice,1970,Tim Burton
Trading Places,1970,John Landis
The Meaning of Life,1970,Directors:Terry Jones
The Meaning of Life,1970,Terry Gilliam
An American Werewolf in London,1970,John Landis
And Now for Something Completely Different,1970,Ian MacNaughton
The Producers,1970,Mel Brooks
A Hard Day's Night,1970,Richard Lester
White Christmas,1970,Michael Curtiz
In the Loop,1970,Armando Iannucci
Best in Show,1970,Christopher Guest
Galaxy Quest,1970,Dean Parisot
Waiting for Guffman,1970,Christopher Guest
Army of Darkness,1970,Sam Raimi
Radio Days,1970,Woody Allen
Broadway Danny Rose,1970,Woody Allen
National Lampoon's Animal House,1970,John Landis
The Rocky Horror Picture Show,1970,Jim Sharman
The Party,1970,Blake Edwards
A.R.O.G,1970,Directors:Ali Taner Baltaci
A.R.O.G,1970,Cem Yilmaz
Paddington,1970,Paul King
Death at a Funeral,1970,Frank Oz
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1970,Larry Charles
Clerks II,1970,Kevin Smith
Waking Ned,1970,Kirk Jones
Election,1970,Alexander Payne
Deconstructing Harry,1970,Woody Allen
Dumb and Dumber,1970,Directors:Peter Farrelly
Dumb and Dumber,1970,Bobby Farrelly
The Return of the Living Dead,1970,Dan O'Bannon
Gremlins,1970,Joe Dante
National Lampoon's Vacation,1970,Harold Ramis
The Gods Must Be Crazy,1970,Jamie Uys
Hausu,1970,Nobuhiko Ôbayashi
School of Rock,1970,Richard Linklater
A Mighty Wind,1970,Christopher Guest
The Birdcage,1970,Mike Nichols
Major League,1970,David S. Ward
The Lost Boys,1970,Joel Schumacher
Re-Animator,1970,Stuart Gordon
Caddyshack,1970,Harold Ramis
Grease,1970,Randal Kleiser
Ghostbusters: Afterlife,1970,Jason Reitman
Le tout nouveau testament,1970,Jaco Van Dormael
Pitch Perfect,1970,Jason Moore
"Love, Rosie",1970,Christian Ditter
Booksmart,1970,Olivia Wilde
The Muppets,1970,James Bobin
Whatever Works,1970,Woody Allen
Bienvenue chez les Ch'tis,1970,Dany Boon
The 40 Year Old Virgin,1970,Judd Apatow
Mean Girls,1970,Mark Waters
Anchorman: The Legend of Ron Burgundy,1970,Adam McKay
Human Traffic,1970,Justin Kerrigan
There's Something About Mary,1970,Directors:Bobby Farrelly
There's Something About Mary,1970,Peter Farrelly
The Frighteners,1970,Peter Jackson
Tommy Boy,1970,Peter Segal
Tremors,1970,Ron Underwood
Pretty Woman,1970,Garry Marshall
The Adventures of Baron Munchausen,1970,Terry Gilliam
Coming to America,1970,John Landis
Spaceballs,1970,Mel Brooks
Little Shop of Horrors,1970,Frank Oz
Better Off Dead...,1970,Savage Steve Holland
The Jerk,1970,Carl Reiner
Sleeper,1970,Woody Allen
Dance of the Vampires,1970,Roman Polanski
The Seven Year Itch,1970,Billy Wilder
Gentlemen Prefer Blondes,1970,Howard Hawks
Arif V 216,1970,Kivanç Baruönü
The Christmas Chronicles,1970,Clay Kaytis
Qu'est-ce qu'on a fait au bon Dieu?,1970,Philippe de Chauveron
Hundraåringen som klev ut genom fönstret och försvann,1970,Felix Herngren
"I Love You, Man",1970,John Hamburg
Bhoot Police,1970,Pawan Kripalani
Miss Pettigrew Lives for a Day,1970,Bharat Nalluri
Frequently Asked Questions About Time Travel,1970,Gareth Carrivick
Hors de prix,1970,Pierre Salvadori
Wedding Crashers,1970,David Dobkin
Harold & Kumar Go to White Castle,1970,Danny Leiner
Elf,1970,Jon Favreau
Old School,1970,Todd Phillips
Meet the Parents,1970,Jay Roach
American Pie,1970,Directors:Paul Weitz
American Pie,1970,Chris Weitz
Austin Powers: International Man of Mystery,1970,Jay Roach
Happy Gilmore,1970,Dennis Dugan
Mighty Aphrodite,1970,Woody Allen
Mallrats,1970,Kevin Smith
Jumanji,1970,Joe Johnston
Les visiteurs,1970,Jean-Marie Poiré
Wayne's World,1970,Penelope Spheeris
What About Bob?,1970,Frank Oz
Uncle Buck,1970,John Hughes
Bull Durham,1970,Ron Shelton
Pee-wee's Big Adventure,1970,Tim Burton
Sixteen Candles,1970,John Hughes
Funny Face,1970,Stanley Donen
Aladdin,1970,Guy Ritchie
Fack ju Göhte,1970,Bora Dagtekin
Everybody Wants Some!!,1970,Richard Linklater
Ted,1970,Seth MacFarlane
Paul,1970,Greg Mottola
Step Brothers,1970,Adam McKay
Knocked Up,1970,Judd Apatow
The Holiday,1970,Nancy Meyers
Grandma's Boy,1970,Nicholaus Goossen
Napoleon Dynamite,1970,Jared Hess
The Wedding Singer,1970,Frank Coraci
Liar Liar,1970,Tom Shadyac
Matilda,1970,Danny DeVito
Kingpin,1970,Directors:Bobby Farrelly
Kingpin,1970,Peter Farrelly
Clueless,1970,Amy Heckerling
Ace Ventura: Pet Detective,1970,Tom Shadyac
Hocus Pocus,1970,Kenny Ortega
Dave,1970,Ivan Reitman
The Addams Family,1970,Barry Sonnenfeld
UHF,1970,Jay Levey
Bill & Ted's Excellent Adventure,1970,Stephen Herek
Overboard,1970,Garry Marshall
Flight of the Navigator,1970,Randal Kleiser
Real Genius,1970,Martha Coolidge
Arthur,1970,Steve Gordon
Time Bandits,1970,Terry Gilliam
Nine to Five,1970,Colin Higgins
Up in Smoke,1970,Directors:Lou Adler
Up in Smoke,1970,Tommy Chong
Bananas,1970,Woody Allen
Yesterday,1970,Danny Boyle
Always Be My Maybe,1970,Nahnatchka Khan
Long Shot,1970,Jonathan Levine
Warm Bodies,1970,Jonathan Levine
The F Word,1970,Michael Dowse
Bridesmaids,1970,Paul Feig
Yes Man,1970,Peyton Reed
Walk Hard: The Dewey Cox Story,1970,Jake Kasdan
Role Models,1970,David Wain
Tenacious D in The Pick of Destiny,1970,Liam Lynch
A Series of Unfortunate Events,1970,Brad Silberling
Bruce Almighty,1970,Tom Shadyac
Jay and Silent Bob Strike Back,1970,Kevin Smith
Serendipity,1970,Peter Chelsom
Detroit Rock City,1970,Adam Rifkin
Addams Family Values,1970,Barry Sonnenfeld
White Men Can't Jump,1970,Ron Shelton
Hook,1970,Steven Spielberg
The War of the Roses,1970,Danny DeVito
Creepshow,1970,George A. Romero
Stripes,1970,Ivan Reitman
Good Boys,1970,Gene Stupnitsky
In a World...,1970,Lake Bell
The Inbetweeners Movie,1970,Ben Palmer
American Reunion,1970,Directors:Jon Hurwitz
American Reunion,1970,Hayden Schlossberg
L'arnacoeur,1970,Pascal Chaumeil
Fresh,1970,Mimi Cave
Metal Lords,1970,Peter Sollett
