award_year,person_name,award_category,award_winner
1988,Stephen Flick,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),True
1988,John Pospisil,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),True
1988,Billy Wilder,IRVING G. THALBERG MEMORIAL AWARD,True
1989,Dustin Hoffman,ACTOR IN A LEADING ROLE,True
1989,Kevin Kline,ACTOR IN A SUPPORTING ROLE,True
1989,Jodie Foster,ACTRESS IN A LEADING ROLE,True
1989,Geena Davis,ACTRESS IN A SUPPORTING ROLE,True
1989,Art Direction:  Stuart Craig,ART DIRECTION,True
1989,Set Decoration:  Gerard James,ART DIRECTION,True
1989,Peter Biziou,CINEMATOGRAPHY,True
1989,James Acheson,COSTUME DESIGN,True
1989,Barry Levinson,DIRECTING,True
1989,Marcel Ophuls,DOCUMENTARY (Feature),True
1989,Producer,DOCUMENTARY (Feature),True
1989,William Guttentag and Malcolm Clarke,DOCUMENTARY (Short Subject),True
1989,Arthur Schmidt,FILM EDITING,True
1989,Denmark,FOREIGN LANGUAGE FILM,True
1989,Ve Neill,MAKEUP,True
1989,Steve La Porte,MAKEUP,True
1989,Robert Short,MAKEUP,True
1989,Dave Grusin,MUSIC (Original Score),True
1989,Music and Lyric by Carly Simon,MUSIC (Original Song),True
1989,Mark Johnson,BEST PICTURE,True
1989,Producer,BEST PICTURE,True
1989,John Lasseter,SHORT FILM (Animated),True
1989,William Reeves,SHORT FILM (Animated),True
1989,Dean Parisot,SHORT FILM (Live Action),True
1989,Steven Wright,SHORT FILM (Live Action),True
1989,Les Fresholtz,SOUND,True
1989,Dick Alexander,SOUND,True
1989,Vern Poore,SOUND,True
1989,Willie D. Burton,SOUND,True
1989,Charles L. Campbell,SOUND EFFECTS EDITING,True
1989,Louis L. Edemann,SOUND EFFECTS EDITING,True
1989,Ken Ralston,VISUAL EFFECTS,True
1989,Richard Williams,VISUAL EFFECTS,True
1989,Edward Jones,VISUAL EFFECTS,True
1989,George Gibbs,VISUAL EFFECTS,True
1989,Christopher Hampton,WRITING (Screenplay Based on Material from Another Medium),True
1989,Screenplay by Ronald Bass,WRITING (Screenplay Written Directly for the Screen),True
1989,Barry Morrow,WRITING (Screenplay Written Directly for the Screen),True
1989,Story by Barry Morrow,WRITING (Screenplay Written Directly for the Screen),True
1989,Richard Williams for the animation direction of Who Framed Roger Rabbit.,SPECIAL ACHIEVEMENT AWARD,True
1989,the National Film Board of Canada in recognition of its 50th anniversary and its dedicated commitment to originate artistic,HONORARY AWARD,True
1989,Eastman Kodak Company in recognition of the company's fundamental contributions to the art of motion pictures during the first century of film history.,HONORARY AWARD,True
1990,Daniel Day Lewis,ACTOR IN A LEADING ROLE,True
1990,Denzel Washington,ACTOR IN A SUPPORTING ROLE,True
1990,Jessica Tandy,ACTRESS IN A LEADING ROLE,True
1990,Brenda Fricker,ACTRESS IN A SUPPORTING ROLE,True
1990,Art Direction:  Anton Furst,ART DIRECTION,True
1990,Set Decoration:  Peter Young,ART DIRECTION,True
1990,Freddie Francis,CINEMATOGRAPHY,True
1990,Phyllis Dalton,COSTUME DESIGN,True
1990,Oliver Stone,DIRECTING,True
1990,Robert Epstein and Bill Couturié,DOCUMENTARY (Feature),True
1990,Charles Guggenheim,DOCUMENTARY (Short Subject),True
1990,David Brenner,FILM EDITING,True
1990,Joe Hutshing,FILM EDITING,True
1990,Italy,FOREIGN LANGUAGE FILM,True
1990,Manlio Rocchetti,MAKEUP,True
1990,Lynn Barber,MAKEUP,True
1990,Kevin Haney,MAKEUP,True
1990,Alan Menken,MUSIC (Original Score),True
1990,Richard D. Zanuck and Lili Fini Zanuck,BEST PICTURE,True
1990,Christoph Lauenstein,SHORT FILM (Animated),True
1990,Wolfgang Lauenstein,SHORT FILM (Animated),True
1990,James Hendrie,SHORT FILM (Live Action),True
1990,Gregg C. Rudloff,SOUND,True
1990,Elliot Tyson,SOUND,True
1990,Russell Williams II,SOUND,True
1990,Ben Burtt,SOUND EFFECTS EDITING,True
1990,Richard Hymns,SOUND EFFECTS EDITING,True
1990,John Bruno,VISUAL EFFECTS,True
1990,Dennis Muren,VISUAL EFFECTS,True
1990,Hoyt Yeatman,VISUAL EFFECTS,True
1990,Dennis Skotak,VISUAL EFFECTS,True
1990,Alfred Uhry,WRITING (Screenplay Based on Material from Another Medium),True
1990,Tom Schulman,WRITING (Screenplay Written Directly for the Screen),True
1990,Howard W. Koch,JEAN HERSHOLT HUMANITARIAN AWARD,True
1990,Akira Kurosawa for accomplishments that have inspired,HONORARY AWARD,True
1991,Jeremy Irons,ACTOR IN A LEADING ROLE,True
1991,Joe Pesci,ACTOR IN A SUPPORTING ROLE,True
1991,Kathy Bates,ACTRESS IN A LEADING ROLE,True
1991,Whoopi Goldberg,ACTRESS IN A SUPPORTING ROLE,True
1991,Art Direction:  Richard Sylbert,ART DIRECTION,True
1991,Set Decoration:  Rick Simpson,ART DIRECTION,True
1991,Dean Semler,CINEMATOGRAPHY,True
1991,Franca Squarciapino,COSTUME DESIGN,True
1991,Kevin Costner,DIRECTING,True
1991,Barbara Kopple and Arthur Cohn,DOCUMENTARY (Feature),True
1991,Producers,DOCUMENTARY (Feature),True
1991,Steven Okazaki,DOCUMENTARY (Short Subject),True
1991,Neil Travis,FILM EDITING,True
1991,Switzerland,FOREIGN LANGUAGE FILM,True
1991,John Caglione,MAKEUP,True
1991,Jr.,MAKEUP,True
1991,Doug Drexler,MAKEUP,True
1991,John Barry,MUSIC (Original Score),True
1991,Music and Lyric by Stephen Sondheim,MUSIC (Original Song),True
1991,Jim Wilson and Kevin Costner,BEST PICTURE,True
1991,Nick Park,SHORT FILM (Animated),True
1991,Adam Davidson,SHORT FILM (Live Action),True
1991,Jeffrey Perkins,SOUND,True
1991,Bill W. Benton,SOUND,True
1991,Greg Watkins,SOUND,True
1991,Russell Williams II,SOUND,True
1991,Cecelia Hall,SOUND EFFECTS EDITING,True
1991,George Watters II,SOUND EFFECTS EDITING,True
1991,Michael Blake,WRITING (Screenplay Based on Material from Another Medium),True
1991,Bruce Joel Rubin,WRITING (Screenplay Written Directly for the Screen),True
1991,Eric Brevig,SPECIAL ACHIEVEMENT AWARD (Visual Effects),True
1991,Rob Bottin,SPECIAL ACHIEVEMENT AWARD (Visual Effects),True
1991,Tim McGovern,SPECIAL ACHIEVEMENT AWARD (Visual Effects),True
1991,Alex Funke,SPECIAL ACHIEVEMENT AWARD (Visual Effects),True
1991,Sophia Loren,HONORARY AWARD,True
1991,Myrna Loy,HONORARY AWARD,True
1991,David Brown and Richard D. Zanuck,IRVING G. THALBERG MEMORIAL AWARD,True
1992,Anthony Hopkins,ACTOR IN A LEADING ROLE,True
1992,Jack Palance,ACTOR IN A SUPPORTING ROLE,True
1992,Jodie Foster,ACTRESS IN A LEADING ROLE,True
1992,Mercedes Ruehl,ACTRESS IN A SUPPORTING ROLE,True
1992,Robert Richardson,CINEMATOGRAPHY,True
1992,Albert Wolsky,COSTUME DESIGN,True
1992,Jonathan Demme,DIRECTING,True
1992,Allie Light and Irving Saraf,DOCUMENTARY (Feature),True
1992,Debra Chasnoff,DOCUMENTARY (Short Subject),True
1992,Producer,DOCUMENTARY (Short Subject),True
1992,Joe Hutshing,FILM EDITING,True
1992,Pietro Scalia,FILM EDITING,True
1992,Italy,FOREIGN LANGUAGE FILM,True
1992,Stan Winston,MAKEUP,True
1992,Jeff Dawn,MAKEUP,True
1992,Alan Menken,MUSIC (Original Score),True
1992,Edward Saxon,BEST PICTURE,True
1992,Kenneth Utt and Ron Bozman,BEST PICTURE,True
1992,Daniel Greaves,SHORT FILM (Animated),True
1992,Seth Winston,SHORT FILM (Live Action),True
1992,Rob Fried,SHORT FILM (Live Action),True
1992,Tom Johnson,SOUND,True
1992,Lee Orloff,SOUND,True
1992,Gloria S. Borders,SOUND EFFECTS EDITING,True
1992,Dennis Muren,VISUAL EFFECTS,True
1992,Stan Winston,VISUAL EFFECTS,True
1992,Gene Warren,VISUAL EFFECTS,True
1992,Jr.,VISUAL EFFECTS,True
1992,Robert Skotak,VISUAL EFFECTS,True
1992,Ted Tally,WRITING (Screenplay Based on Material Previously Produced or Published),True
1992,Callie Khouri,WRITING (Screenplay Written Directly for the Screen),True
1992,Satyajit Ray,HONORARY AWARD,True
1992,George Lucas,IRVING G. THALBERG MEMORIAL AWARD,True
1993,Al Pacino,ACTOR IN A LEADING ROLE,True
1993,Gene Hackman,ACTOR IN A SUPPORTING ROLE,True
1993,Emma Thompson,ACTRESS IN A LEADING ROLE,True
1993,Marisa Tomei,ACTRESS IN A SUPPORTING ROLE,True
1993,Art Direction:  Luciana Arrighi,ART DIRECTION,True
1993,Set Decoration:  Ian Whittaker,ART DIRECTION,True
1993,Philippe Rousselot,CINEMATOGRAPHY,True
1993,Eiko Ishioka,COSTUME DESIGN,True
1993,Clint Eastwood,DIRECTING,True
1993,Barbara Trent and David Kasper,DOCUMENTARY (Feature),True
1993,Thomas C. Goodwin and Gerardine Wurzburg,DOCUMENTARY (Short Subject),True
1993,Joel Cox,FILM EDITING,True
1993,France,FOREIGN LANGUAGE FILM,True
1993,Greg Cannom,MAKEUP,True
1993,Michèle Burke,MAKEUP,True
1993,Matthew W. Mungle,MAKEUP,True
1993,Alan Menken,MUSIC (Original Score),True
1993,Lyric by Tim Rice,MUSIC (Original Song),True
1993,Clint Eastwood,BEST PICTURE,True
1993,Joan C. Gratz,SHORT FILM (Animated),True
1993,Sam Karmann,SHORT FILM (Live Action),True
1993,Chris Jenkins,SOUND,True
1993,Doug Hemphill,SOUND,True
1993,Mark Smith,SOUND,True
1993,Simon Kaye,SOUND,True
1993,Tom C. McCarthy,SOUND EFFECTS EDITING,True
1993,David E. Stone,SOUND EFFECTS EDITING,True
1993,Ken Ralston,VISUAL EFFECTS,True
1993,Doug Chiang,VISUAL EFFECTS,True
1993,Doug Smythe,VISUAL EFFECTS,True
1993,Ruth Prawer Jhabvala,WRITING (Screenplay Based on Material Previously Produced or Published),True
1993,Neil Jordan,WRITING (Screenplay Written Directly for the Screen),True
1993,Audrey Hepburn,JEAN HERSHOLT HUMANITARIAN AWARD,True
1993,Elizabeth Taylor,JEAN HERSHOLT HUMANITARIAN AWARD,True
1993,Federico Fellini in recognition of his place as one of the screen's master storytellers.,HONORARY AWARD,True
1994,Tom Hanks,ACTOR IN A LEADING ROLE,True
1994,Tommy Lee Jones,ACTOR IN A SUPPORTING ROLE,True
1994,Holly Hunter,ACTRESS IN A LEADING ROLE,True
1994,Anna Paquin,ACTRESS IN A SUPPORTING ROLE,True
1994,Art Direction:  Allan Starski,ART DIRECTION,True
1994,Set Decoration:  Ewa Braun,ART DIRECTION,True
1994,Janusz Kaminski,CINEMATOGRAPHY,True
1994,Gabriella Pescucci,COSTUME DESIGN,True
1994,Steven Spielberg,DIRECTING,True
1994,Susan Raymond,DOCUMENTARY (Feature),True
1994,Alan Raymond,DOCUMENTARY (Feature),True
1994,Margaret Lazarus,DOCUMENTARY (Short Subject),True
1994,Renner Wunderlich,DOCUMENTARY (Short Subject),True
1994,Michael Kahn,FILM EDITING,True
1994,Spain,FOREIGN LANGUAGE FILM,True
1994,Greg Cannom,MAKEUP,True
1994,Ve Neill,MAKEUP,True
1994,Yolanda Toussieng,MAKEUP,True
1994,John Williams,MUSIC (Original Score),True
1994,Music and Lyric by Bruce Springsteen,MUSIC (Original Song),True
1994,Steven Spielberg,BEST PICTURE,True
1994,Gerald R. Molen and Branko Lustig,BEST PICTURE,True
1994,Nick Park,SHORT FILM (Animated),True
1994,Pepe Danquart,SHORT FILM (Live Action),True
1994,Gary Summers,SOUND,True
1994,Gary Rydstrom,SOUND,True
1994,Shawn Murphy,SOUND,True
1994,Ron Judkins,SOUND,True
1994,Gary Rydstrom,SOUND EFFECTS EDITING,True
1994,Richard Hymns,SOUND EFFECTS EDITING,True
1994,Dennis Muren,VISUAL EFFECTS,True
1994,Stan Winston,VISUAL EFFECTS,True
1994,Phil Tippett,VISUAL EFFECTS,True
1994,Michael Lantieri,VISUAL EFFECTS,True
1994,Steven Zaillian,WRITING (Screenplay Based on Material Previously Produced or Published),True
1994,Jane Campion,WRITING (Screenplay Written Directly for the Screen),True
1994,Paul Newman,JEAN HERSHOLT HUMANITARIAN AWARD,True
1994,Deborah Kerr,HONORARY AWARD,True
1995,Tom Hanks,ACTOR IN A LEADING ROLE,True
1995,Martin Landau,ACTOR IN A SUPPORTING ROLE,True
1995,Jessica Lange,ACTRESS IN A LEADING ROLE,True
1995,Dianne Wiest,ACTRESS IN A SUPPORTING ROLE,True
1995,Art Direction:  Ken Adam,ART DIRECTION,True
1995,Set Decoration:  Carolyn Scott,ART DIRECTION,True
1995,John Toll,CINEMATOGRAPHY,True
1995,Lizzy Gardiner,COSTUME DESIGN,True
1995,Tim Chappel,COSTUME DESIGN,True
1995,Robert Zemeckis,DIRECTING,True
1995,Freida Lee Mock,DOCUMENTARY (Feature),True
1995,Terry Sanders,DOCUMENTARY (Feature),True
1995,Charles Guggenheim,DOCUMENTARY (Short Subject),True
1995,Arthur Schmidt,FILM EDITING,True
1995,Russia,FOREIGN LANGUAGE FILM,True
1995,Rick Baker,MAKEUP,True
1995,Ve Neill,MAKEUP,True
1995,Yolanda Toussieng,MAKEUP,True
1995,Hans Zimmer,MUSIC (Original Score),True
1995,Music by Elton John,MUSIC (Original Song),True
1995,Lyric by Tim Rice,MUSIC (Original Song),True
1995,Wendy Finerman,BEST PICTURE,True
1995,Steve Tisch and Steve Starkey,BEST PICTURE,True
1995,Producers,BEST PICTURE,True
1995,Alison Snowden,SHORT FILM (Animated),True
1995,David Fine,SHORT FILM (Animated),True
1995,Peter Capaldi,SHORT FILM (Live Action),True
1995,Ruth Kenley-Letts,SHORT FILM (Live Action),True
1995,Peggy Rajski,SHORT FILM (Live Action),True
1995,Randy Stone,SHORT FILM (Live Action),True
1995,Gregg Landaker,SOUND,True
1995,Steve Maslow,SOUND,True
1995,Bob Beemer,SOUND,True
1995,David R. B. MacMillan,SOUND,True
1995,Stephen Hunter Flick,SOUND EFFECTS EDITING,True
1995,Ken Ralston,VISUAL EFFECTS,True
1995,George Murphy,VISUAL EFFECTS,True
1995,Stephen Rosenbaum,VISUAL EFFECTS,True
1995,Allen Hall,VISUAL EFFECTS,True
1995,Eric Roth,WRITING (Screenplay Based on Material Previously Produced or Published),True
1995,Screenplay by Quentin Tarantino,WRITING (Screenplay Written Directly for the Screen),True
1995,Stories by Quentin Tarantino & Roger Avary,WRITING (Screenplay Written Directly for the Screen),True
1995,Quincy Jones,JEAN HERSHOLT HUMANITARIAN AWARD,True
1995,Michelangelo Antonioni in recognition of his place as one of the cinema's master visual stylists.,HONORARY AWARD,True
1995,Clint Eastwood,IRVING G. THALBERG MEMORIAL AWARD,True
1996,Nicolas Cage,ACTOR IN A LEADING ROLE,True
1996,Kevin Spacey,ACTOR IN A SUPPORTING ROLE,True
1996,Susan Sarandon,ACTRESS IN A LEADING ROLE,True
1996,Mira Sorvino,ACTRESS IN A SUPPORTING ROLE,True
1996,Eugenio Zanetti,ART DIRECTION,True
1996,John Toll,CINEMATOGRAPHY,True
1996,James Acheson,COSTUME DESIGN,True
1996,Mel Gibson,DIRECTING,True
1996,Jon Blair,DOCUMENTARY (Feature),True
1996,Kary Antholis,DOCUMENTARY (Short Subject),True
1996,Mike Hill,FILM EDITING,True
1996,Dan Hanley,FILM EDITING,True
1996,The Netherlands,FOREIGN LANGUAGE FILM,True
1996,Peter Frampton,MAKEUP,True
1996,Paul Pattison,MAKEUP,True
1996,Lois Burwell,MAKEUP,True
1996,Luis Enrique Bacalov,MUSIC (Original Dramatic Score),True
1996,Music by Alan Menken,MUSIC (Original Musical or Comedy Score),True
1996,Lyrics by Stephen Schwartz,MUSIC (Original Musical or Comedy Score),True
1996,Orchestral Score by Alan Menken,MUSIC (Original Musical or Comedy Score),True
1996,Music by Alan Menken,MUSIC (Original Song),True
1996,Lyric by Stephen Schwartz,MUSIC (Original Song),True
1996,Mel Gibson,BEST PICTURE,True
1996,Alan Ladd,BEST PICTURE,True
1996,Jr. and Bruce Davey,BEST PICTURE,True
1996,Nick Park,SHORT FILM (Animated),True
1996,Christine Lahti,SHORT FILM (Live Action),True
1996,Jana Sue Memel,SHORT FILM (Live Action),True
1996,Rick Dior,SOUND,True
1996,Steve Pederson,SOUND,True
1996,Scott Millan,SOUND,True
1996,David MacMillan,SOUND,True
1996,Lon Bender,SOUND EFFECTS EDITING,True
1996,Per Hallberg,SOUND EFFECTS EDITING,True
1996,Scott E. Anderson,VISUAL EFFECTS,True
1996,Charles Gibson,VISUAL EFFECTS,True
1996,Neal Scanlan,VISUAL EFFECTS,True
1996,John Cox,VISUAL EFFECTS,True
1996,Emma Thompson,WRITING (Screenplay Based on Material Previously Produced or Published),True
1996,Christopher McQuarrie,WRITING (Screenplay Written Directly for the Screen),True
1996,John Lasseter,SPECIAL ACHIEVEMENT AWARD,True
1996,Kirk Douglas,HONORARY AWARD,True
1996,Chuck Jones,HONORARY AWARD,True
1997,Geoffrey Rush,ACTOR IN A LEADING ROLE,True
1997,Cuba Gooding,ACTOR IN A SUPPORTING ROLE,True
1997,Jr.,ACTOR IN A SUPPORTING ROLE,True
1997,Frances McDormand,ACTRESS IN A LEADING ROLE,True
1997,Juliette Binoche,ACTRESS IN A SUPPORTING ROLE,True
1997,Art Direction:  Stuart Craig,ART DIRECTION,True
1997,Set Decoration:  Stephenie McMillan,ART DIRECTION,True
1997,John Seale,CINEMATOGRAPHY,True
1997,Ann Roth,COSTUME DESIGN,True
1997,Anthony Minghella,DIRECTING,True
1997,Leon Gast,DOCUMENTARY (Feature),True
1997,David Sonenberg,DOCUMENTARY (Feature),True
1997,Jessica Yu,DOCUMENTARY (Short Subject),True
1997,Walter Murch,FILM EDITING,True
1997,Czech Republic,FOREIGN LANGUAGE FILM,True
1997,Rick Baker,MAKEUP,True
1997,David LeRoy Anderson,MAKEUP,True
1997,Gabriel Yared,MUSIC (Original Dramatic Score),True
1997,Rachel Portman,MUSIC (Original Musical or Comedy Score),True
1997,Music by Andrew Lloyd Webber,MUSIC (Original Song),True
1997,Lyric by Tim Rice,MUSIC (Original Song),True
1997,Saul Zaentz,BEST PICTURE,True
1997,Producer,BEST PICTURE,True
1997,Tyron Montgomery,SHORT FILM (Animated),True
1997,Thomas Stellmach,SHORT FILM (Animated),True
1997,David Frankel,SHORT FILM (Live Action),True
1997,Barry Jossen,SHORT FILM (Live Action),True
1997,Walter Murch,SOUND,True
1997,Mark Berger,SOUND,True
1997,David Parker,SOUND,True
1997,Chris Newman,SOUND,True
1997,Bruce Stambler,SOUND EFFECTS EDITING,True
1997,Volker Engel,VISUAL EFFECTS,True
1997,Douglas Smith,VISUAL EFFECTS,True
1997,Clay Pinney,VISUAL EFFECTS,True
1997,Joseph Viskocil,VISUAL EFFECTS,True
1997,Billy Bob Thornton,WRITING (Screenplay Based on Material Previously Produced or Published),True
1997,Ethan Coen,WRITING (Screenplay Written Directly for the Screen),True
1997,Joel Coen,WRITING (Screenplay Written Directly for the Screen),True
1997,Michael Kidd in recognition of his services to the art of the dance in the art of the screen.,HONORARY AWARD,True
1997,Saul Zaentz,IRVING G. THALBERG MEMORIAL AWARD,True
1998,Jack Nicholson,ACTOR IN A LEADING ROLE,True
1998,Robin Williams,ACTOR IN A SUPPORTING ROLE,True
1998,Helen Hunt,ACTRESS IN A LEADING ROLE,True
1998,Kim Basinger,ACTRESS IN A SUPPORTING ROLE,True
1998,Art Direction:  Peter Lamont,ART DIRECTION,True
1998,Set Decoration:  Michael Ford,ART DIRECTION,True
1998,Russell Carpenter,CINEMATOGRAPHY,True
1998,Deborah L. Scott,COSTUME DESIGN,True
1998,James Cameron,DIRECTING,True
1998,Rabbi Marvin Hier,DOCUMENTARY (Feature),True
1998,Richard Trank,DOCUMENTARY (Feature),True
1998,Donna Dewey,DOCUMENTARY (Short Subject),True
1998,Carol Pasternak,DOCUMENTARY (Short Subject),True
1998,Conrad Buff,FILM EDITING,True
1998,James Cameron,FILM EDITING,True
1998,Richard A. Harris,FILM EDITING,True
1998,The Netherlands,FOREIGN LANGUAGE FILM,True
1998,Rick Baker,MAKEUP,True
1998,David LeRoy Anderson,MAKEUP,True
1998,James Horner,MUSIC (Original Dramatic Score),True
1998,Anne Dudley,MUSIC (Original Musical or Comedy Score),True
1998,Music by James Horner,MUSIC (Original Song),True
1998,Lyric by Will Jennings,MUSIC (Original Song),True
1998,James Cameron and Jon Landau,BEST PICTURE,True
1998,Jan Pinkava,SHORT FILM (Animated),True
1998,Chris Tashima,SHORT FILM (Live Action),True
1998,Chris Donahue,SHORT FILM (Live Action),True
1998,Gary Rydstrom,SOUND,True
1998,Gary Summers,SOUND,True
1998,Mark Ulano,SOUND,True
1998,Tom Bellfort,SOUND EFFECTS EDITING,True
1998,Christopher Boyes,SOUND EFFECTS EDITING,True
1998,Robert Legato,VISUAL EFFECTS,True
1998,Mark Lasoff,VISUAL EFFECTS,True
1998,Thomas L. Fisher,VISUAL EFFECTS,True
1998,Michael Kanfer,VISUAL EFFECTS,True
1998,Brian Helgeland,WRITING (Screenplay Based on Material Previously Produced or Published),True
1998,Curtis Hanson,WRITING (Screenplay Based on Material Previously Produced or Published),True
1998,Ben Affleck,WRITING (Screenplay Written Directly for the Screen),True
1998,Matt Damon,WRITING (Screenplay Written Directly for the Screen),True
1998,Stanley Donen in appreciation of a body of work marked by grace,HONORARY AWARD,True
1999,Roberto Benigni,ACTOR IN A LEADING ROLE,True
1999,James Coburn,ACTOR IN A SUPPORTING ROLE,True
1999,Gwyneth Paltrow,ACTRESS IN A LEADING ROLE,True
1999,Judi Dench,ACTRESS IN A SUPPORTING ROLE,True
1999,Art Direction:  Martin Childs,ART DIRECTION,True
1999,Set Decoration:  Jill Quertier,ART DIRECTION,True
1999,Janusz Kaminski,CINEMATOGRAPHY,True
1999,Sandy Powell,COSTUME DESIGN,True
1999,Steven Spielberg,DIRECTING,True
1999,James Moll,DOCUMENTARY (Feature),True
1999,Ken Lipper,DOCUMENTARY (Feature),True
1999,Keiko Ibi,DOCUMENTARY (Short Subject),True
1999,Michael Kahn,FILM EDITING,True
1999,Italy,FOREIGN LANGUAGE FILM,True
1999,Jenny Shircore,MAKEUP,True
1999,Nicola Piovani,MUSIC (Original Dramatic Score),True
1999,Stephen Warbeck,MUSIC (Original Musical or Comedy Score),True
1999,Music and Lyric by Stephen Schwartz,MUSIC (Original Song),True
